Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
O06380	CBXPD_MYCTU	reviewed	Carboxypeptidase Rv3627c (EC 3.4.16.-)	Rv3627c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	461	Rv3627c				3 out of 5	cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]; proteolysis [GO:0006508]	extracellular region [GO:0005576]	serine-type carboxypeptidase activity [GO:0004185]	GO:0000270; GO:0004185; GO:0005576; GO:0006508; GO:0071555	extracellular region [GO:0005576]; serine-type carboxypeptidase activity [GO:0004185]; cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]; proteolysis [GO:0006508]	AL123456;			NP_218144.1;WP_003899610.1;
P9WPF7	CDSA_MYCTU	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA Rv2881c MTCY274.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	328	Rv2881c	MTCY274.12c	cdsA		4 out of 5	CDP-diacylglycerol biosynthetic process [GO:0016024]	cell wall [GO:0005618]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	phosphatidate cytidylyltransferase activity [GO:0004605]	GO:0004605; GO:0005618; GO:0005886; GO:0016021; GO:0016024	cell wall [GO:0005618]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]	AL123456;			NP_217397.1 [P9WPF7-2];
P9WPC9	CLPC1_MYCTU	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpC1	clpC1 Rv3596c MTCY07H7B.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	848	Rv3596c	MTCY07H7B.26	clpC1		4 out of 5		cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]	GO:0005524; GO:0005618; GO:0005829; GO:0005886; GO:0016887; GO:0042803; GO:0044183	cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]	AL123456;			WP_003419511.1;YP_177995.1;
P9WPL7	CP141_MYCTU	reviewed	Putative cytochrome P450 141 (EC 1.14.-.-)	cyp141 Rv3121 MTCY164.31	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	400	Rv3121	MTCY164.31	cyp141		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0004497; GO:0005506; GO:0005886; GO:0016021; GO:0016705; GO:0020037	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	AL123456;			NP_217637.1;WP_003917126.1;
P9WNN5	ECH14_MYCTU	reviewed	Probable enoyl-CoA hydratase echA14 (EC 4.2.1.17)	echA14 Rv2486 MTV008.42	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	256	Rv2486	MTV008.42	echA14		2 out of 5	fatty acid metabolic process [GO:0006631]		enoyl-CoA hydratase activity [GO:0004300]	GO:0004300; GO:0006631	enoyl-CoA hydratase activity [GO:0004300]; fatty acid metabolic process [GO:0006631]	AL123456;			NP_217002.1;WP_003412728.1;
P9WQ25	GLGX_MYCTU	reviewed	Glycogen operon protein GlgX homolog (EC 3.2.1.-)	glgX treX Rv1564c MTCY48.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	721	Rv1564c	MTCY48.01	glgX	treX	2 out of 5	glycogen catabolic process [GO:0005980]		glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004133; GO:0004553; GO:0005980	glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]	AL123456;			WP_003898930.1;YP_177821.1;
O07717	ACEAB_MYCTU	reviewed	Putative isocitrate lyase subunit B (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	aceAb Rv1916 RVBD_1916 LH57_10435 P425_01981	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	398	Rv1916 RVBD_1916	LH57_10435 P425_01981	aceAb		2 out of 5	carboxylic acid metabolic process [GO:0019752]		isocitrate lyase activity [GO:0004451]	GO:0004451; GO:0019752	isocitrate lyase activity [GO:0004451]; carboxylic acid metabolic process [GO:0019752]	AL123456;CP003248;JLDD01000021;CP009480;			NP_216432.1;WP_003903680.1;
P9WPX3	AK_MYCTU	reviewed	Aspartokinase (EC 2.7.2.4) (Aspartate kinase) (ASK)	ask Rv3709c MTV025.057c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	421	Rv3709c	MTV025.057c	ask		5 out of 5	diaminopimelate biosynthetic process [GO:0019877]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]	GO:0004072; GO:0005524; GO:0005618; GO:0005829; GO:0005886; GO:0009088; GO:0009089; GO:0009090; GO:0019877	cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; diaminopimelate biosynthetic process [GO:0019877]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]	U90239;U90239;AL123456;			NP_218226.1 [P9WPX3-1];WP_003419828.1;
P9WQA9	ALR_MYCTU	reviewed	Alanine racemase (EC 5.1.1.1)	alr Rv3423c MTCY78.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	386	Rv3423c	MTCY78.06	alr		5 out of 5	D-alanine biosynthetic process [GO:0030632]; peptidoglycan biosynthetic process [GO:0009252]	cytosol [GO:0005829]	alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]	GO:0005829; GO:0008784; GO:0009252; GO:0030170; GO:0030632	cytosol [GO:0005829]; alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]; peptidoglycan biosynthetic process [GO:0009252]	AF172731;AL123456;			NP_217940.1;WP_023637501.1;
P96419	AFTD_MYCTU	reviewed	Alpha-(1->3)-arabinofuranosyltransferase (EC 2.4.2.47) (Arabinofuranan 3-O-arabinosyltransferase)	aftD Rv0236c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1400	Rv0236c		aftD		3 out of 5	capsule polysaccharide biosynthetic process [GO:0045227]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transferase activity [GO:0016740]	GO:0005886; GO:0016021; GO:0016740; GO:0045227	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transferase activity [GO:0016740]; capsule polysaccharide biosynthetic process [GO:0045227]	AL123456;			NP_214750.1;
P9WMS9	AGBR_MYCTU	reviewed	Arabinogalactan biosynthesis recruiting protein Rv3789	Rv3789 MTCY13D12.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	121	Rv3789	MTCY13D12.23			4 out of 5	capsule polysaccharide biosynthetic process [GO:0045227]; cell wall organization [GO:0071555]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021; GO:0045227; GO:0071555	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; capsule polysaccharide biosynthetic process [GO:0045227]; cell wall organization [GO:0071555]	AL123456;			NP_218306.1;WP_003420627.1;
P9WQ01	ARGB_MYCTU	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB Rv1654 MTCY06H11.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	294	Rv1654	MTCY06H11.19	argB		4 out of 5	arginine biosynthetic process [GO:0006526]; arginine biosynthetic process via ornithine [GO:0042450]	cell wall [GO:0005618]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	acetylglutamate kinase activity [GO:0003991]; arginine binding [GO:0034618]; ATP binding [GO:0005524]	GO:0003991; GO:0005524; GO:0005618; GO:0005737; GO:0005886; GO:0006526; GO:0034618; GO:0042450	cell wall [GO:0005618]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; acetylglutamate kinase activity [GO:0003991]; arginine binding [GO:0034618]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; arginine biosynthetic process via ornithine [GO:0042450]	AL123456;			NP_216170.1;WP_003408161.1;
P9WHR5	CAEB_MYCTU	reviewed	Carboxylesterase B (EC 3.1.1.-)	caeB Rv2223c MTCY427.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	520	Rv2223c	MTCY427.04c	caeB		2 out of 5		cell wall [GO:0005618]; extracellular region [GO:0005576]	hydrolase activity [GO:0016787]	GO:0005576; GO:0005618; GO:0016787	cell wall [GO:0005618]; extracellular region [GO:0005576]; hydrolase activity [GO:0016787]	AL123456;			NP_216739.1;WP_003411484.1;
P9WQ83	CBL_MYCTU	reviewed	Putative cystathionine beta-lyase (CBL) (EC 4.4.1.13) (Beta-cystathionase) (Cysteine lyase) (Cysteine-S-conjugate beta-lyase)	Rv2294 MTCY339.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	407	Rv2294	MTCY339.16c			3 out of 5	methionine biosynthetic process [GO:0009086]	plasma membrane [GO:0005886]	cystathionine beta-lyase activity [GO:0004121]; cysteine-S-conjugate beta-lyase activity [GO:0047804]; pyridoxal phosphate binding [GO:0030170]	GO:0004121; GO:0005886; GO:0009086; GO:0030170; GO:0047804	plasma membrane [GO:0005886]; cystathionine beta-lyase activity [GO:0004121]; cysteine-S-conjugate beta-lyase activity [GO:0047804]; pyridoxal phosphate binding [GO:0030170]; methionine biosynthetic process [GO:0009086]	AL123456;			NP_216810.1;WP_003899255.1;
P9WMH5	CMR_MYCTU	reviewed	HTH-type transcriptional regulator Cmr	cmr Rv1675c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244	Rv1675c		cmr		3 out of 5	regulation of transcription, DNA-templated [GO:0006355]	cytosol [GO:0005829]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005829; GO:0006355	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]	AL123456;			NP_216191.1;WP_003898967.1;
P9WP47	CSTA_MYCTU	reviewed	Peptide transporter CstA (Carbon starvation protein A homolog)	cstA Rv3063 MTCY22D7.18c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	758	Rv3063	MTCY22D7.18c	cstA		2 out of 5	cellular response to nutrient levels [GO:0031669]; cellular response to starvation [GO:0009267]; protein transport [GO:0015031]	integral component of plasma membrane [GO:0005887]		GO:0005887; GO:0009267; GO:0015031; GO:0031669	integral component of plasma membrane [GO:0005887]; cellular response to nutrient levels [GO:0031669]; cellular response to starvation [GO:0009267]; protein transport [GO:0015031]	AL123456;			NP_217579.1;WP_003917116.1;
P9WP23	DAPB_MYCTU	reviewed	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB Rv2773c MTV002.38c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	245	Rv2773c	MTV002.38c	dapB		5 out of 5	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NADH binding [GO:0070404]; NADPH binding [GO:0070402]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]	GO:0005618; GO:0005829; GO:0005886; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0070402; GO:0070404	cell wall [GO:0005618]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NADH binding [GO:0070404]; NADPH binding [GO:0070402]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	U66101;AL123456;			NP_217289.1;WP_003414099.1;
P9WJB3	FLQE2_MYCTU	reviewed	Fluoroquinolones export permease protein Rv2686c	Rv2686c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252	Rv2686c				2 out of 5	response to antibiotic [GO:0046677]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	efflux transmembrane transporter activity [GO:0015562]	GO:0005886; GO:0015562; GO:0016021; GO:0046677; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; response to antibiotic [GO:0046677]; transmembrane transport [GO:0055085]	JN012502;AL123456;			NP_217202.1;WP_003413897.1;
P9WQ27	BE_MYCTU	reviewed	Probable 1,4-alpha-glucan branching enzyme Rv3031 (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Branching enzyme) (BE)	Rv3031	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	526	Rv3031				3 out of 5	alpha-glucan biosynthetic process [GO:0030979]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]	1,4-alpha-glucan branching enzyme activity [GO:0003844]; 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) [GO:0102752]	GO:0003844; GO:0005576; GO:0005886; GO:0030979; GO:0102752	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; 1,4-alpha-glucan branching enzyme activity [GO:0003844]; 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) [GO:0102752]; alpha-glucan biosynthetic process [GO:0030979]	AL123456;			NP_217547.1;WP_003899891.1;
O06159	BKDC_MYCTU	reviewed	Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-ketoacid dehydrogenase complex component E2) (BCKADH E2) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	bkdC pdhC Rv2495c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393	Rv2495c		bkdC	pdhC	4 out of 5		cell wall [GO:0005618]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]	GO:0005618; GO:0005737; GO:0005886; GO:0016407; GO:0031405; GO:0043754	cell wall [GO:0005618]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]	AL123456;			NP_217011.1;WP_010886148.1;
P9WMP1	CGOX_MYCTU	reviewed	Coproporphyrinogen III oxidase (EC 1.3.3.15)	cgoX hemY Rv2677c MTV010.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	452	Rv2677c	MTV010.01c	cgoX	hemY	3 out of 5	heme biosynthetic process [GO:0006783]	cytoplasm [GO:0005737]	oxidoreductase activity [GO:0016491]; oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]	GO:0004729; GO:0005737; GO:0006783; GO:0016491	cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]; oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]; heme biosynthetic process [GO:0006783]	AL123456;			WP_003413871.1;YP_177675.1;
P9WJF7	CSM4_MYCTU	reviewed	CRISPR system Cms protein Csm4 (CRISPR type III-A associated RAMP protein Csm4)	csm4 Rv2820c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302	Rv2820c		csm4		3 out of 5	defense response to virus [GO:0051607]		RNA binding [GO:0003723]	GO:0003723; GO:0051607	RNA binding [GO:0003723]; defense response to virus [GO:0051607]	AL123456;			NP_217336.1;WP_003414288.1;
O53666	FADE5_MYCTU	reviewed	Broad-specificity linear acyl-CoA dehydrogenase FadE5 (Long-chain-acyl-CoA dehydrogenase) (EC 1.3.8.8) (Medium-chain-acyl-CoA dehydrogenase) (EC 1.3.8.7) (Short-chain-acyl-CoA dehydrogenase) (EC 1.3.8.1)	fadE5 Rv0244c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	611	Rv0244c		fadE5		5 out of 5	fatty acid metabolic process [GO:0006631]; response to host immune response [GO:0052572]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]	butyryl-CoA dehydrogenase activity [GO:0004085]; flavin adenine dinucleotide binding [GO:0050660]; long-chain-acyl-CoA dehydrogenase activity [GO:0004466]	GO:0004085; GO:0004466; GO:0005576; GO:0005886; GO:0006631; GO:0050660; GO:0052572	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; butyryl-CoA dehydrogenase activity [GO:0004085]; flavin adenine dinucleotide binding [GO:0050660]; long-chain-acyl-CoA dehydrogenase activity [GO:0004466]; fatty acid metabolic process [GO:0006631]; response to host immune response [GO:0052572]	AL123456;			NP_214758.1;WP_003401312.1;
O53580	FAA32_MYCTU	reviewed	Long-chain-fatty-acid--AMP ligase FadD32 (FAAL) (EC 6.2.1.20) (Acyl-AMP synthetase) (FAAL32)	fadD32 Rv3801c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637	Rv3801c		fadD32		5 out of 5	Actinobacterium-type cell wall biogenesis [GO:0071766]; fatty acid biosynthetic process [GO:0006633]; lipid biosynthetic process [GO:0008610]; mycolate cell wall layer assembly [GO:0071769]	cell wall [GO:0005618]; plasma membrane [GO:0005886]	adenylyltransferase activity [GO:0070566]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; long-chain fatty acid [acyl-carrier-protein] ligase activity [GO:0008922]	GO:0005524; GO:0005618; GO:0005886; GO:0006633; GO:0008610; GO:0008922; GO:0016874; GO:0070566; GO:0071766; GO:0071769	cell wall [GO:0005618]; plasma membrane [GO:0005886]; adenylyltransferase activity [GO:0070566]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; long-chain fatty acid [acyl-carrier-protein] ligase activity [GO:0008922]; Actinobacterium-type cell wall biogenesis [GO:0071766]; fatty acid biosynthetic process [GO:0006633]; lipid biosynthetic process [GO:0008610]; mycolate cell wall layer assembly [GO:0071769]	AL123456;			NP_218318.1;WP_003899700.1;
P9WN63	GAL1_MYCTU	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK Rv0620 MTCY19H5.01c MTCY20H10.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	363	Rv0620	MTCY19H5.01c MTCY20H10.01	galK		3 out of 5	galactose metabolic process [GO:0006012]	cytosol [GO:0005829]	ATP binding [GO:0005524]; galactokinase activity [GO:0004335]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004335; GO:0005524; GO:0005829; GO:0006012	cytosol [GO:0005829]; ATP binding [GO:0005524]; galactokinase activity [GO:0004335]; magnesium ion binding [GO:0000287]; galactose metabolic process [GO:0006012]	AL123456;			NP_215134.1;WP_003906403.1;
P9WNA3	FTSK_MYCTU	reviewed	DNA translocase FtsK	ftsK Rv2748c MTV002.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	831	Rv2748c	MTV002.13c	ftsK		4 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]	cell wall [GO:0005618]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0005618; GO:0005829; GO:0005886; GO:0007049; GO:0007059; GO:0016021; GO:0051301	cell wall [GO:0005618]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]	AL123456;			NP_217264.1;
P9WMK9	AP4A_MYCTU	reviewed	AP-4-A phosphorylase (EC 2.7.7.53) (ATP adenylyltransferase) (Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase) (AP,A phosphorylase)	Rv2613c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	195	Rv2613c				5 out of 5	diadenosine tetraphosphate catabolic process [GO:0015967]	plasma membrane [GO:0005886]	ATP adenylyltransferase activity [GO:0003877]; ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase activity [GO:0008796]	GO:0003877; GO:0005524; GO:0005886; GO:0008796; GO:0015967	plasma membrane [GO:0005886]; ATP adenylyltransferase activity [GO:0003877]; ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase activity [GO:0008796]; diadenosine tetraphosphate catabolic process [GO:0015967]	AL123456;			NP_217129.1;WP_003413484.1;
P9WNE5	BFRB_MYCTU	reviewed	Ferritin BfrB (EC 1.16.3.1) (Non-heme ferritin Ftn) (Nox19)	bfrB ftn Rv3841	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	181	Rv3841		bfrB	ftn	5 out of 5	intracellular sequestering of iron ion [GO:0006880]; response to hypoxia [GO:0001666]; response to nitrosative stress [GO:0051409]; siderophore-dependent iron import into cell [GO:0033214]	cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]	GO:0001666; GO:0004322; GO:0005576; GO:0005618; GO:0005737; GO:0005829; GO:0005886; GO:0006880; GO:0008198; GO:0008199; GO:0033214; GO:0051409	cell wall [GO:0005618]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]; intracellular sequestering of iron ion [GO:0006880]; response to hypoxia [GO:0001666]; response to nitrosative stress [GO:0051409]; siderophore-dependent iron import into cell [GO:0033214]	AF102693;AL123456;			NP_218358.1;WP_003420920.1;
P9WPB9	CLPX_MYCTU	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX Rv2457c MTV008.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	426	Rv2457c	MTV008.13c	clpX		4 out of 5	cell division [GO:0051301]; negative regulation of protein polymerization [GO:0032272]; protein catabolic process [GO:0030163]; protein folding [GO:0006457]; proteolysis [GO:0006508]	cell wall [GO:0005618]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	GO:0005524; GO:0005618; GO:0006457; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0032272; GO:0046983; GO:0051082; GO:0051301	cell wall [GO:0005618]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein dimerization activity [GO:0046983]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; negative regulation of protein polymerization [GO:0032272]; protein catabolic process [GO:0030163]; protein folding [GO:0006457]; proteolysis [GO:0006508]	AL123456;			NP_216973.1;WP_003412634.1;
P9WPL3	CP143_MYCTU	reviewed	Putative cytochrome P450 143 (EC 1.14.-.-)	cyp143 Rv1785c MTV049.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393	Rv1785c	MTV049.07c	cyp143		2 out of 5	cholesterol catabolic process [GO:0006707]		cholest-4-en-3-one 26-monooxygenase activity [GO:0036199]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid hydroxylase activity [GO:0008395]	GO:0005506; GO:0006707; GO:0008395; GO:0020037; GO:0036199	cholest-4-en-3-one 26-monooxygenase activity [GO:0036199]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid hydroxylase activity [GO:0008395]; cholesterol catabolic process [GO:0006707]	AL123456;			NP_216301.1;WP_003408802.1;
P9WPN7	CP128_MYCTU	reviewed	Putative cytochrome P450 128 (EC 1.14.-.-)	cyp128 Rv2268c MTCY339.42	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	489	Rv2268c	MTCY339.42	cyp128		2 out of 5	cholesterol catabolic process [GO:0006707]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	cholest-4-en-3-one 26-monooxygenase activity [GO:0036199]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid hydroxylase activity [GO:0008395]	GO:0005506; GO:0005886; GO:0006707; GO:0008395; GO:0016021; GO:0020037; GO:0036199	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cholest-4-en-3-one 26-monooxygenase activity [GO:0036199]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid hydroxylase activity [GO:0008395]; cholesterol catabolic process [GO:0006707]	GQ900522;AL123456;			NP_216784.1;WP_003411663.1;
P9WPZ5	DAPC_MYCTU	reviewed	Probable N-succinyldiaminopimelate aminotransferase DapC (DAP-AT) (EC 2.6.1.17)	dapC Rv0858c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397	Rv0858c		dapC		4 out of 5	lysine biosynthetic process via diaminopimelate [GO:0009089]	cell wall [GO:0005618]; cytoplasm [GO:0005737]	kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]; succinyldiaminopimelate transaminase activity [GO:0009016]	GO:0005618; GO:0005737; GO:0009016; GO:0009089; GO:0016212; GO:0030170	cell wall [GO:0005618]; cytoplasm [GO:0005737]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]; succinyldiaminopimelate transaminase activity [GO:0009016]; lysine biosynthetic process via diaminopimelate [GO:0009089]	AL123456;			NP_215373.1;WP_003404420.1;
