Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P33931	CCMA_ECOLI	reviewed	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	ccmA yejW b2201 JW5366	Escherichia coli (strain K12)	207	b2201 JW5366		ccmA	yejW	5 out of 5	cytochrome complex assembly [GO:0017004]; heme transport [GO:0015886]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; plasma membrane [GO:0005886]	ABC-type heme transporter activity [GO:0015439]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0015439; GO:0015886; GO:0016887; GO:0017004; GO:0031234; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; plasma membrane [GO:0005886]; ABC-type heme transporter activity [GO:0015439]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; cytochrome complex assembly [GO:0017004]; heme transport [GO:0015886]	U00008;U00096;AP009048;	AAC75261;BAE76664;		NP_416705.2;
P39206	CAIE_ECOLI	reviewed	Carnitine operon protein CaiE	caiE b0035 JW5004	Escherichia coli (strain K12)	196	b0035 JW5004		caiE		3 out of 5	carnitine metabolic process [GO:0009437]		transferase activity [GO:0016740]	GO:0009437; GO:0016740	transferase activity [GO:0016740]; carnitine metabolic process [GO:0009437]	X73904;U00096;AP009048;	AAC73146;BAB96604;		NP_414577.2;WP_000122871.1;
P13656	CHIA_ECOLI	reviewed	Probable bifunctional chitinase/lysozyme [Includes: Chitinase (EC 3.2.1.14); Lysozyme (EC 3.2.1.17)]	chiA yheB b3338 JW3300	Escherichia coli (strain K12)	897	b3338 JW3300		chiA	yheB	5 out of 5	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	extracellular region [GO:0005576]; outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]	carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; endochitinase activity [GO:0008843]; lysozyme activity [GO:0003796]	GO:0000272; GO:0003796; GO:0005576; GO:0006032; GO:0008061; GO:0008843; GO:0030246; GO:0030288; GO:0042597	extracellular region [GO:0005576]; outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; endochitinase activity [GO:0008843]; lysozyme activity [GO:0003796]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	U18997;U00096;AP009048;M27176;	AAC76363;BAE77953;		NP_417797.1;WP_000773156.1;
P0AE74	CITT_ECOLI	reviewed	Citrate/succinate antiporter (Citrate carrier) (Citrate transporter)	citT ybdS b0612 JW0604	Escherichia coli (strain K12)	487	b0612 JW0604		citT	ybdS	3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	antiporter activity [GO:0015297]	GO:0005886; GO:0015297; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]	U82598;U00096;AP009048;	AAC73713;BAA35241;		NP_415145.1;WP_000050323.1;
P52086	COBC_ECOLI	reviewed	Adenosylcobalamin/alpha-ribazole phosphatase (EC 3.1.3.73) (Adenosylcobalamin phosphatase) (Alpha-ribazole-5'-phosphate phosphatase)	cobC phpB b0638 JW0633	Escherichia coli (strain K12)	203	b0638 JW0633		cobC	phpB	3 out of 5	cobalamin biosynthetic process [GO:0009236]	cytoplasm [GO:0005737]	alpha-ribazole phosphatase activity [GO:0043755]; intramolecular transferase activity, phosphotransferases [GO:0016868]	GO:0005737; GO:0009236; GO:0016868; GO:0043755	cytoplasm [GO:0005737]; alpha-ribazole phosphatase activity [GO:0043755]; intramolecular transferase activity, phosphotransferases [GO:0016868]; cobalamin biosynthetic process [GO:0009236]	U23163;U82598;U00096;AP009048;	AAC73739;BAA35285;		NP_415171.1;WP_001241872.1;
P0AE91	CREA_ECOLI	reviewed	Protein CreA (Catabolite regulation protein A)	creA yjjD b4397 JW4360	Escherichia coli (strain K12)	157	b4397 JW4360		creA	yjjD	2 out of 5		cytosol [GO:0005829]		GO:0005829	cytosol [GO:0005829]	M13608;U14003;U00096;AP009048;M97495;	AAC77350;BAE78386;		NP_418814.1;WP_000875487.1;
P37685	ALDB_ECOLI	reviewed	Aldehyde dehydrogenase B (EC 1.2.1.4) (Acetaldehyde dehydrogenase)	aldB yiaX b3588 JW3561	Escherichia coli (strain K12)	512	b3588 JW3561		aldB	yiaX	5 out of 5	cellular response to DNA damage stimulus [GO:0006974]; response to ethanol [GO:0045471]		aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase (NADP+) activity [GO:0033721]; oxidoreductase activity [GO:0016491]	GO:0004029; GO:0006974; GO:0016491; GO:0033721; GO:0045471	aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase (NADP+) activity [GO:0033721]; oxidoreductase activity [GO:0016491]; cellular response to DNA damage stimulus [GO:0006974]; response to ethanol [GO:0045471]	L40742;U00039;U00096;AP009048;	AAC76612;BAE77705;		NP_418045.4;WP_000183980.1;
P63883	AMIC_ECOLI	reviewed	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	amiC ygdN b2817 JW5449	Escherichia coli (strain K12)	417	b2817 JW5449		amiC	ygdN	5 out of 5	cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan catabolic process [GO:0009253]	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]	GO:0008745; GO:0009253; GO:0030288; GO:0042597; GO:0043093; GO:0071555	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan catabolic process [GO:0009253]	U29581;U00096;AP009048;	AAC75856;BAE76886;		NP_417294.4;WP_000016907.1;
P33997	ALPA_ECOLI	reviewed	DNA-binding transcriptional activator AlpA (Prophage CP4-57 regulatory protein AlpA)	alpA alp b2624 JW2604	Escherichia coli (strain K12)	70	b2624 JW2604		alpA	alp	2 out of 5	positive regulation of transcription, DNA-templated [GO:0045893]		DNA binding [GO:0003677]	GO:0003677; GO:0045893	DNA binding [GO:0003677]; positive regulation of transcription, DNA-templated [GO:0045893]	U03737;U36840;U00096;AP009048;	AAC75672;BAE76759;		NP_417113.1;WP_001065343.1;
P08660	AK3_ECOLI	reviewed	Lysine-sensitive aspartokinase 3 (EC 2.7.2.4) (Aspartate kinase III) (AKIII) (Lysine-sensitive aspartokinase III)	lysC apk b4024 JW3984	Escherichia coli (strain K12)	449	b4024 JW3984		lysC	apk	5 out of 5	homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytosol [GO:0005829]	aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]	GO:0004072; GO:0005524; GO:0005829; GO:0009089; GO:0009090	cytosol [GO:0005829]; aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]	M11812;U00006;U00096;AP009048;X00008;	AAC76994;BAE78026;		NP_418448.1;WP_001290310.1;
Q93K97	ADPP_ECOLI	reviewed	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	nudF aspP yqiE yzzG b3034 JW3002	Escherichia coli (strain K12)	209	b3034 JW3002		nudF	aspP yqiE yzzG	5 out of 5	nucleoside phosphate metabolic process [GO:0006753]; response to heat [GO:0009408]; ribose phosphate metabolic process [GO:0019693]	cytosol [GO:0005829]	ADP-ribose diphosphatase activity [GO:0047631]; ADP-sugar diphosphatase activity [GO:0019144]; magnesium ion binding [GO:0000287]; pyrophosphatase activity [GO:0016462]	GO:0000287; GO:0005829; GO:0006753; GO:0009408; GO:0016462; GO:0019144; GO:0019693; GO:0047631	cytosol [GO:0005829]; ADP-ribose diphosphatase activity [GO:0047631]; ADP-sugar diphosphatase activity [GO:0019144]; magnesium ion binding [GO:0000287]; pyrophosphatase activity [GO:0016462]; nucleoside phosphate metabolic process [GO:0006753]; response to heat [GO:0009408]; ribose phosphate metabolic process [GO:0019693]	AJ298136;U28377;U00096;AP009048;	AAC76070;BAE77090;		NP_417506.1;WP_000917117.1;
P00811	AMPC_ECOLI	reviewed	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	ampC ampA b4150 JW4111	Escherichia coli (strain K12)	377	b4150 JW4111		ampC	ampA	5 out of 5	antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	outer membrane-bounded periplasmic space [GO:0030288]	beta-lactamase activity [GO:0008800]	GO:0008800; GO:0017001; GO:0030288; GO:0046677	outer membrane-bounded periplasmic space [GO:0030288]; beta-lactamase activity [GO:0008800]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]	J01611;U14003;U00096;AP009048;V00277;	AAC77110;BAE78154;		NP_418574.1;WP_001336292.1;
P0AE30	ARTM_ECOLI	reviewed	Arginine ABC transporter permease protein ArtM	artM b0861 JW0845	Escherichia coli (strain K12)	222	b0861 JW0845		artM		3 out of 5	amino acid transport [GO:0006865]; L-arginine import across plasma membrane [GO:0097638]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0005887; GO:0006865; GO:0022857; GO:0043190; GO:0097638	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]; L-arginine import across plasma membrane [GO:0097638]	X86160;U00096;AP009048;	AAC73948;BAA35575;		NP_415382.1;WP_000464491.1;
P24240	ASCB_ECOLI	reviewed	6-phospho-beta-glucosidase AscB (EC 3.2.1.86)	ascB b2716 JW2686	Escherichia coli (strain K12)	474	b2716 JW2686		ascB		3 out of 5	carbohydrate catabolic process [GO:0016052]; cellobiose catabolic process [GO:2000892]	cytosol [GO:0005829]	6-phospho-beta-glucosidase activity [GO:0008706]; beta-glucosidase activity [GO:0008422]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]	GO:0005829; GO:0008422; GO:0008706; GO:0016052; GO:0103047; GO:2000892	cytosol [GO:0005829]; 6-phospho-beta-glucosidase activity [GO:0008706]; beta-glucosidase activity [GO:0008422]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]; carbohydrate catabolic process [GO:0016052]; cellobiose catabolic process [GO:2000892]	M73326;U29579;U00096;AP009048;	AAC75758;BAE76793;		NP_417196.1;WP_000110363.1;
P06282	CDH_ECOLI	reviewed	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	cdh b3918 JW3889	Escherichia coli (strain K12)	251	b3918 JW3889		cdh		3 out of 5	CDP-diacylglycerol catabolic process [GO:0046342]; phospholipid biosynthetic process [GO:0008654]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	CDP-diacylglycerol diphosphatase activity [GO:0008715]	GO:0005886; GO:0008654; GO:0008715; GO:0016021; GO:0046342	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; CDP-diacylglycerol diphosphatase activity [GO:0008715]; CDP-diacylglycerol catabolic process [GO:0046342]; phospholipid biosynthetic process [GO:0008654]	M11331;X02519;L19201;U00096;AP009048;	AAC76900;BAE77392;		NP_418353.1;WP_001326656.1;
P0ABH7	CISY_ECOLI	reviewed	Citrate synthase (EC 2.3.3.16)	gltA gluT icdB b0720 JW0710	Escherichia coli (strain K12)	427	b0720 JW0710		gltA	gluT icdB	5 out of 5	protein hexamerization [GO:0034214]; tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]	citrate (Si)-synthase activity [GO:0004108]; identical protein binding [GO:0042802]; NADH binding [GO:0070404]	GO:0004108; GO:0005829; GO:0006099; GO:0034214; GO:0042802; GO:0070404	cytosol [GO:0005829]; citrate (Si)-synthase activity [GO:0004108]; identical protein binding [GO:0042802]; NADH binding [GO:0070404]; protein hexamerization [GO:0034214]; tricarboxylic acid cycle [GO:0006099]	J01619;U00096;AP009048;X00980;V01501;M28987;M29373;	AAC73814;BAA35384;		NP_415248.1;WP_000785834.1;
P37019	CLCA_ECOLI	reviewed	H(+)/Cl(-) exchange transporter ClcA (ClC-ec1)	clcA eriC yadQ b0155 JW5012	Escherichia coli (strain K12)	473	b0155 JW5012		clcA	eriC yadQ	5 out of 5	cellular stress response to acidic pH [GO:1990451]; chloride transmembrane transport [GO:1902476]; proton transmembrane transport [GO:1902600]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	chloride:proton antiporter activity [GO:0062158]; chloride transmembrane transporter activity [GO:0015108]; identical protein binding [GO:0042802]; solute:proton antiporter activity [GO:0015299]; voltage-gated chloride channel activity [GO:0005247]	GO:0005247; GO:0005886; GO:0005887; GO:0015108; GO:0015299; GO:0042802; GO:0062158; GO:1902476; GO:1902600; GO:1990451	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; chloride transmembrane transporter activity [GO:0015108]; chloride:proton antiporter activity [GO:0062158]; identical protein binding [GO:0042802]; solute:proton antiporter activity [GO:0015299]; voltage-gated chloride channel activity [GO:0005247]; cellular stress response to acidic pH [GO:1990451]; chloride transmembrane transport [GO:1902476]; proton transmembrane transport [GO:1902600]	U70214;U00096;AP009048;	AAC73266;BAB96732;		NP_414697.1;WP_000845394.1;
P21189	DPO2_ECOLI	reviewed	DNA polymerase II (Pol II) (EC 2.7.7.7)	polB dinA b0060 JW0059	Escherichia coli (strain K12)	783	b0060 JW0059		polB	dinA	4 out of 5	DNA-dependent DNA replication [GO:0006261]; DNA replication proofreading [GO:0045004]; SOS response [GO:0009432]		3'-5'-exodeoxyribonuclease activity [GO:0008296]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]	GO:0000166; GO:0003677; GO:0003887; GO:0006261; GO:0008296; GO:0009432; GO:0045004	3'-5'-exodeoxyribonuclease activity [GO:0008296]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication proofreading [GO:0045004]; DNA-dependent DNA replication [GO:0006261]; SOS response [GO:0009432]	X54847;M62646;M35371;M38283;U00096;AP009048;M37727;	AAC73171;BAB96628;		NP_414602.1;WP_000035670.1;
P10443	DPO3A_ECOLI	reviewed	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE polC b0184 JW0179	Escherichia coli (strain K12)	1160	b0184 JW0179		dnaE	polC	5 out of 5	DNA replication [GO:0006260]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA polymerase III, core complex [GO:0044776]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]	GO:0003677; GO:0003887; GO:0005737; GO:0005829; GO:0006260; GO:0044776; GO:0090305	cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA polymerase III, core complex [GO:0044776]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]	M19334;U70214;U00096;AP009048;S52931;M96394;D49445;	AAC73295;BAA77859;		NP_414726.1;WP_001294757.1;
P0AE95	CSGE_ECOLI	reviewed	Curli production assembly/transport component CsgE	csgE b1039 JW1022	Escherichia coli (strain K12)	129	b1039 JW1022		csgE		3 out of 5	biological adhesion [GO:0022610]; protein transmembrane transport [GO:0071806]; single-species biofilm formation [GO:0044010]	cell outer membrane [GO:0009279]; outer membrane-bounded periplasmic space [GO:0030288]	identical protein binding [GO:0042802]	GO:0009279; GO:0022610; GO:0030288; GO:0042802; GO:0044010; GO:0071806	cell outer membrane [GO:0009279]; outer membrane-bounded periplasmic space [GO:0030288]; identical protein binding [GO:0042802]; biological adhesion [GO:0022610]; protein transmembrane transport [GO:0071806]; single-species biofilm formation [GO:0044010]	X90754;AF081826;U00096;AP009048;	AAC74123;BAA35820;		NP_415557.1;WP_000833288.1;
P0AE98	CSGF_ECOLI	reviewed	Curli production assembly/transport component CsgF	csgF b1038 JW1021	Escherichia coli (strain K12)	138	b1038 JW1021		csgF		3 out of 5	curli assembly [GO:0098775]; single-species biofilm formation [GO:0044010]	cell outer membrane [GO:0009279]		GO:0009279; GO:0044010; GO:0098775	cell outer membrane [GO:0009279]; curli assembly [GO:0098775]; single-species biofilm formation [GO:0044010]	X90754;AF081826;U00096;AP009048;	AAC74122;BAA35819;		NP_415556.1;WP_001264088.1;
P0A968	CSPD_ECOLI	reviewed	Cold shock-like protein CspD (CSP-D)	cspD cspH ybjA b0880 JW0864	Escherichia coli (strain K12)	74	b0880 JW0864		cspD	cspH ybjA	5 out of 5	negative regulation of DNA replication [GO:0008156]; regulation of gene expression [GO:0010468]; regulation of transcription, DNA-templated [GO:0006355]; response to starvation [GO:0042594]	cytosol [GO:0005829]	nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; toxin activity [GO:0090729]	GO:0003676; GO:0003697; GO:0003723; GO:0005829; GO:0006355; GO:0008156; GO:0010468; GO:0042594; GO:0090729	cytosol [GO:0005829]; nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; toxin activity [GO:0090729]; negative regulation of DNA replication [GO:0008156]; regulation of gene expression [GO:0010468]; regulation of transcription, DNA-templated [GO:0006355]; response to starvation [GO:0042594]	U00096;AP009048;	AAC73967;BAA35599;		NP_415401.1;WP_000410785.1;
P31441	ADEC_ECOLI	reviewed	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	ade yicP b3665 JW3640	Escherichia coli (strain K12)	588	b3665 JW3640		ade	yicP	4 out of 5	adenine catabolic process [GO:0006146]		adenine deaminase activity [GO:0000034]; catalase activity [GO:0004096]; ferrous iron binding [GO:0008198]; manganese ion binding [GO:0030145]	GO:0000034; GO:0004096; GO:0006146; GO:0008198; GO:0030145	adenine deaminase activity [GO:0000034]; catalase activity [GO:0004096]; ferrous iron binding [GO:0008198]; manganese ion binding [GO:0030145]; adenine catabolic process [GO:0006146]	L10328;U00096;AP009048;	AAC76688;BAE77628;		NP_418121.1;WP_001065718.1;
P0DSE4	ARGL_ECOLI	reviewed	Putative translational regulatory protein ArgL	argL b4766	Escherichia coli (strain K12)	31	b4766		argL		2 out of 5	negative regulation of cellular process [GO:0048523]; regulation of translation [GO:0006417]			GO:0006417; GO:0048523	negative regulation of cellular process [GO:0048523]; regulation of translation [GO:0006417]				
P0AD70	AMPH_ECOLI	reviewed	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH (EC 3.4.-.-) (DD-alanine-endopeptidase) (DD-carboxypeptidase) (Penicillin-binding protein AmpH)	ampH yaiH b0376 JW5052	Escherichia coli (strain K12)	385	b0376 JW5052		ampH	yaiH	5 out of 5	cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	carboxypeptidase activity [GO:0004180]; endopeptidase activity [GO:0004175]; penicillin binding [GO:0008658]	GO:0004175; GO:0004180; GO:0005886; GO:0008360; GO:0008658; GO:0009253; GO:0071555	plasma membrane [GO:0005886]; carboxypeptidase activity [GO:0004180]; endopeptidase activity [GO:0004175]; penicillin binding [GO:0008658]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; regulation of cell shape [GO:0008360]	U73857;U00096;AP009048;	AAC73479;BAE76157;		NP_414910.1;WP_000830741.1;
P12995	BIOA_ECOLI	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA b0774 JW0757	Escherichia coli (strain K12)	429	b0774 JW0757		bioA		5 out of 5	biotin biosynthetic process [GO:0009102]	cytoplasm [GO:0005737]	adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]	GO:0004015; GO:0005737; GO:0009102; GO:0030170	cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]	J04423;A11524;U00096;AP009048;	AAC73861;BAE76361;		NP_415295.1;WP_001295303.1;
P0A940	BAMA_ECOLI	reviewed	Outer membrane protein assembly factor BamA (Omp85)	bamA yaeT yzzN yzzY b0177 JW0172	Escherichia coli (strain K12)	810	b0177 JW0172		bamA	yaeT yzzN yzzY	5 out of 5	cell adhesion [GO:0007155]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	Bam protein complex [GO:1990063]; cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]		GO:0007155; GO:0009279; GO:0016021; GO:0043165; GO:0051205; GO:1990063	Bam protein complex [GO:1990063]; cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; cell adhesion [GO:0007155]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	AF407013;AY035865;U70214;U00096;AP009048;	AAC73288;BAA77852;		NP_414719.1;WP_001240896.1;
P26218	BGLH_ECOLI	reviewed	Cryptic outer membrane porin BglH	bglH yieC b3720 JW3698	Escherichia coli (strain K12)	538	b3720 JW3698		bglH	yieC	4 out of 5	carbohydrate transmembrane transport [GO:0034219]; polysaccharide transport [GO:0015774]	cell outer membrane [GO:0009279]; integral component of cell outer membrane [GO:0045203]; pore complex [GO:0046930]	carbohydrate transmembrane transporter activity [GO:0015144]; porin activity [GO:0015288]	GO:0009279; GO:0015144; GO:0015288; GO:0015774; GO:0034219; GO:0045203; GO:0046930	cell outer membrane [GO:0009279]; integral component of cell outer membrane [GO:0045203]; pore complex [GO:0046930]; carbohydrate transmembrane transporter activity [GO:0015144]; porin activity [GO:0015288]; carbohydrate transmembrane transport [GO:0034219]; polysaccharide transport [GO:0015774]	L10328;U00096;AP009048;	AAC76743;BAE77568;		NP_418176.1;WP_000489881.1;
P37652	BCSB_ECOLI	reviewed	Cyclic di-GMP-binding protein (Cellulose synthase regulatory subunit)	bcsB yhjN b3532 JW3500	Escherichia coli (strain K12)	779	b3532 JW3500		bcsB	yhjN	3 out of 5	cellulose biosynthetic process [GO:0030244]; UDP-glucose metabolic process [GO:0006011]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0006011; GO:0016021; GO:0030244	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cellulose biosynthetic process [GO:0030244]; UDP-glucose metabolic process [GO:0006011]	U00039;U00096;AP009048;	AAC76557;BAE77762;		NP_417989.1;WP_001407405.1;
P17411	CHBF_ECOLI	reviewed	6-phospho-beta-glucosidase (EC 3.2.1.86) (Cellobiose-6-phosphate hydrolase) (Phospho-chitobiase)	chbF celF ydjD b1734 JW1723	Escherichia coli (strain K12)	450	b1734 JW1723		chbF	celF ydjD	5 out of 5	carbohydrate metabolic process [GO:0005975]		6-phospho-beta-glucosidase activity [GO:0008706]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0005975; GO:0008706; GO:0016616; GO:0042802; GO:0046872; GO:0103047	6-phospho-beta-glucosidase activity [GO:0008706]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]	X52890;U00096;AP009048;X66725;X66725;	AAC74804;BAA15515;		NP_416248.1;WP_000078765.1;
P76213	CHO_ECOLI	reviewed	Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein)	cho dinM sosD ydjQ b1741 JW1730	Escherichia coli (strain K12)	295	b1741 JW1730		cho	dinM sosD ydjQ	3 out of 5	cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair, DNA incision [GO:0033683]; SOS response [GO:0009432]	excinuclease repair complex [GO:0009380]	endodeoxyribonuclease activity [GO:0004520]	GO:0004520; GO:0006974; GO:0009380; GO:0009432; GO:0033683	excinuclease repair complex [GO:0009380]; endodeoxyribonuclease activity [GO:0004520]; cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair, DNA incision [GO:0033683]; SOS response [GO:0009432]	U00096;AP009048;	AAC74811;BAE76514;		NP_416255.1;WP_000252397.1;
P45955	CPOB_ECOLI	reviewed	Cell division coordinator CpoB	cpoB ybgF b0742 JW0732	Escherichia coli (strain K12)	263	b0742 JW0732		cpoB	ybgF	5 out of 5	cell division [GO:0051301]; FtsZ-dependent cytokinesis [GO:0043093]; protein trimerization [GO:0070206]	outer membrane-bounded periplasmic space [GO:0030288]; protein-containing complex [GO:0032991]		GO:0030288; GO:0032991; GO:0043093; GO:0051301; GO:0070206	outer membrane-bounded periplasmic space [GO:0030288]; protein-containing complex [GO:0032991]; cell division [GO:0051301]; FtsZ-dependent cytokinesis [GO:0043093]; protein trimerization [GO:0070206]	U00096;AP009048;	AAC73836;BAA35408;		NP_415270.1;WP_000097571.1;
P37002	CRCB_ECOLI	reviewed	Putative fluoride ion transporter CrcB	crcB ybeI b0624 JW0619	Escherichia coli (strain K12)	127	b0624 JW0619		crcB	ybeI	4 out of 5	cellular detoxification of fluoride [GO:0140114]; fluoride transmembrane transport [GO:1903424]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	anion channel activity [GO:0005253]; fluoride transmembrane transporter activity [GO:1903425]	GO:0005253; GO:0005886; GO:0005887; GO:0140114; GO:1903424; GO:1903425	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; anion channel activity [GO:0005253]; fluoride transmembrane transporter activity [GO:1903425]; cellular detoxification of fluoride [GO:0140114]; fluoride transmembrane transport [GO:1903424]	U82598;U00096;AP009048;	AAC73725;BAA35267;		NP_415157.1;WP_000939747.1;
