uniprot_id	protein	gene	refseq	wt_tpm.txt	gapR_dep_tpm.txt	logTPM_wt	logTPM_gapR_depleted
A0A0H3CAU0	PEP phosphonomutase related enzyme (EC 4.1.3.30)	NA	WP_010919769.1;YP_002517353.1;	39.6055	59.9047	5.307628885589887	5.904597293238429
A0A0H3C9Q0	Alpha-methylacyl-CoA racemase (EC 5.1.99.4)	NA	WP_010920184.1;YP_002517783.1;	15.354	28.7815	3.9405426480985155	4.8470698775899255
A0A0H3C7X0	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA	WP_010919183.1;YP_002516737.1;	120.19	109.945	6.909173056285013	6.7806381856072
A0A0H3C8J5	Perosamine synthetase PerA (EC 2.6.1.-)	perA	WP_010918896.1;YP_002516437.1;	230.908	177.855	7.851174347124047	7.474557722925166
A0A0H3C9A9	Cation/multidrug efflux pump acrB4	acrB4	WP_010919656.1;YP_002517239.1;	23.4843	65.1453	4.553624686499695	6.025589192156802
A0A0H3CD92	Alpha/beta hydrolase family protein	NA	WP_024265848.1;YP_002518224.2;	37.3853	163.074	5.224399204946782	7.349382971449614
A0A0H3C543	Antitoxin protein VapB	vapB	WP_012639860.1;YP_002515407.1;	111.178	431.77	6.796727524320032	8.754119196092994
A0A0H3CAH0	AraC-family transcriptional regulator	NA	WP_010919647.1;YP_002517230.1;	52.0539	10.3377	5.701934352549971	3.369843335888945
A0A0H3CDK2	TonB dependent receptor	NA	WP_024265970.1;YP_002518988.2;	540.126	151.426	9.077152186626448	7.242469128589914
A0A0H3CBM0	Heme chaperone-apocytochrome heme-lyase (EC 4.4.1.-)	NA	WP_010920601.1;YP_002518221.1;	115.107	113.875	6.846831760501245	6.83130724380205
A0A0H3C8Z7	Periplasmic multidrug efflux lipoprotein	NA	WP_010919655.1;YP_002517238.1;	16.0412	85.4316	4.003710164940353	6.416697896944406
A0A0H3C5I2	HipB transcriptional regulator	NA	WP_024265556.1;YP_002515854.3;	39.9501	381.443	5.320127209287762	8.575323677342489
A0A0H3CBG9	Conjugal transfer protein TrbI	NA	WP_010920534.1;YP_002518140.1;	22.7515	55.4252	4.507889759812868	5.792470165906649
A0A0H3C784	BetA-family choline dehydrogenase (EC 1.1.99.-)	NA	WP_010919511.1;YP_002517083.1;	8.66831	26.5992	3.1157507486629505	4.733310950636805
A0A0H3CE21	Ribosome association toxin RatA	NA	WP_015923316.1;YP_002519070.1;	23.93	32.0567	4.580748491763774	5.002554013247075
A0A0H3C6C6	Uncharacterized protein	NA	WP_010919185.1;YP_002516739.1;	93.0474	99.8108	6.5398939328718155	6.641124025313991
A0A0H3C598	Multicopper oxidase PcoA (EC 1.-.-.-)	NA	WP_024265648.1;YP_002516388.3;	55.0102	206.568	5.781627243071179	7.69047296954889
A0A0H3C828	Uncharacterized protein	NA	WP_010919517.1;YP_002517089.1;	58.6894	86.4223	5.87502805395762	6.433331721492389
A0A0H3CCX3	PadR-family transcriptional regulator	NA	WP_010921019.1;YP_002518659.1;	121.401	997.948	6.92363649513355	9.962820832895751
A0A0H3C5Z1	Toxin protein module HipA	NA	WP_012639983.1;YP_002515855.1;	27.0362	206.525	4.756820486655088	7.690172621264207
A0A0H3C7X3	2-nitropropane dioxygenase family protein (EC 1.3.1.9)	NA	WP_010919444.1;YP_002517014.1;	17.4567	25.5087	4.1257089537628335	4.672917471626925
A0A0H3C7W1	Uncharacterized protein	NA	WP_024265624.1;YP_002516195.2;	83.5723	94.1679	6.384952935821483	6.557163451932526
A0A0H3CCP5	DNA polymerase III, delta subunit (EC 2.7.7.7)	NA	WP_015923357.1;YP_002519240.1;	129.754	122.928	7.019635203820024	6.941669753656537
A0A0H3C8L1	Chemotaxis motB protein	NA	WP_010919447.1;YP_002517017.1;	235.752	131.083	7.881126199817589	7.034336786043863
A0A0H3CCW6	Cell division protein ZapA	zapA	WP_010921080.1;YP_002518728.1;	145.581	217.566	7.185678269250631	7.76530930764998
A0A0H3C514	Flagellar motor switch protein FliN	fliN	WP_010918792.1;YP_002516326.1;	102.206	51.7921	6.675336081903099	5.69466015110016
A0A0H3CG81	LptE superfamily protein	NA	WP_010921577.1;YP_002519239.1;	115.848	97.304	6.856089327503671	6.604427207823333
A0A0H3CBK9	EF hand domain protein	NA	WP_010920593.1;YP_002518211.1;	77.2793	72.487	6.272010121112001	6.179650376673989
A0A0H3C8B1	Transposase, IS30 family	NA	WP_010919629.1;YP_002517210.1;	6.85031	34.6637	2.7761692764444135	5.115353750734373
A0A0H3C9J9	Transcriptional regulator of stalk biogenesis staR	staR	WP_010920112.1;YP_002517707.1;	235.318	221.409	7.878467869527398	7.790570056842101
A0A0H3CCY5	Uncharacterized protein	NA	WP_010921101.1;YP_002518750.1;	8.23578	74.8605	3.0419052921911276	6.226132779047111
A0A0H3C562	Thiol:disulfide interchange protein dsbA	NA	WP_010918263.1;YP_002515754.1;	263.677	293.959	8.04262792315734	8.199471138640789
A0A0H3C8G0	Gluconate 5-dehydrogenase (EC 1.1.1.69)	NA	WP_010919445.1;YP_002517015.1;	26.4037	34.8929	4.722668206199266	5.124861601899507
A0A0H3C6J7	MazE-like antitoxin protein	NA	WP_012640072.1;YP_002516258.1;	63.9129	443.015	5.998035244959926	8.791211737447227
A0A0H3C9Q5	Xre-family transcriptional regulator	NA	WP_010920189.1;YP_002517788.1;	355.049	288.77	8.471874333205298	8.173777059772146
A0A0H3C636	Cro/CI-family transcriptional regulator	NA	WP_012639890.1;YP_002515524.1;	357.263	2579.02	8.480842698490639	11.332607245764763
A0A0H3C668	Histidine kinase (EC 2.7.13.3)	NA	WP_010918818.1;YP_002516356.1;	27.0698	28.2433	4.758612323405363	4.819836760532159
A0A0H3C6I2	Uncharacterized protein	NA	WP_010919244.1;YP_002516803.1;	252.784	145.815	7.981761340587353	7.187995327220776
A0A0H3CA37	DUF2272 domain-containing protein	NA	WP_010920586.1;YP_002518204.1;	118.957	102.165	6.894296359126234	6.674757227785147
A0A0H3C9N1	Uncharacterized protein	NA	WP_012640460.1;YP_002517749.1;	60.13	261.695	5.910013053421343	8.031742549987516
A0A0H3C2P3	Phosphoglucomutase/phosphomannomutase (EC 5.4.2.2)	NA	WP_012639874.1;YP_002515458.1;	54.6835	55.7439	5.773033680023105	5.800742035862124
A0A0H3CAT0	MerR-family transcriptional regulator	NA	WP_010920580.1;YP_002518195.1;	71.2997	326.826	6.155824101298141	8.35237894859187
A0A0H3C814	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA	WP_010919822.1;YP_002517406.1;	1157.65	662.555	10.176983424355349	9.371896410275632
A0A0H3C4T0	Pseudouridine synthase (EC 5.4.99.-)	NA	WP_010918341.1;YP_002515858.1;	35.9516	63.8235	5.167984073081832	5.996015821244924
A0A0H3CB37	Cell wall hydrolase family protein	NA	WP_010920712.1;YP_002518338.1;	88.1766	236.807	6.4623239440602696	7.887567917346418
A0A0H3C7B8	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX	WP_010919245.1;YP_002516804.4;	198.636	128.794	7.633983304658926	7.008921575371118
A0A0H3CBD3	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NA	WP_010921078.1;YP_002518726.1;	43.6421	222.579	5.447648618792079	7.798173672728482
A0A0H3C7W7	Single domain receiver protein CleB	cleB	WP_012640218.1;YP_002516799.1;	120.309	87.9733	6.9106007605488715	6.458993825427903
A0A0H3CAU8	Alpha/beta hydrolase family protein	NA	WP_010920875.1;YP_002518507.1;	7.79763	23.347	2.96303570002545	4.545165275949412
A0A0H3CB81	Aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	NA	WP_010921010.1;YP_002518650.1;	74.7485	101.171	6.2239727235054705	6.660652000044807
A0A0H3C8U4	Nitrogen regulatory protein P-II	glnB	WP_010919834.1;YP_002517419.1;	412.944	395.952	8.689802338489335	8.629181737354275
A0A0H3CBL9	Uncharacterized protein	NA	WP_010920582.1;YP_002518197.1;	25.1689	114.205	4.653570260165619	6.835482004374744
A0A0H3CCR2	2-oxoacid ferredoxin oxidoreductase Vor	vor	WP_012640689.1;YP_002518652.1;	244.326	289.401	7.932663586229552	8.176926096760287
A0A0H3CE12	Toxin protein higB	higB	WP_012640638.1;YP_002518506.1;	747.843	5104	9.546591616444505	12.31741261376487
A0A0H3C4F0	Thiol:disulfide interchange protein dsbA	NA	WP_010918262.1;YP_002515753.1;	157.302	143.988	7.29739320364173	7.169804771845936
A0A0H3C8S8	2'-5' RNA ligase family protein (EC 6.5.1.-)	NA	WP_010919514.1;YP_002517086.1;	68.1504	45.6588	6.090650219655526	5.512821038181932
A0A0H3CD76	MPN domain protein	NA	WP_012640574.1;YP_002518203.1;	12.8057	138.922	3.678714212244948	7.118131275613931
A0A0H3C6V7	RND family efflux transporter, MFP subunit	NA	WP_010918814.1;YP_002516352.1;	19.8528	153.087	4.311270591486641	7.258207965546203
A0A0H3CD88	Two-component response regulator	NA	WP_010920598.1;YP_002518218.1;	317.099	1206.13	8.308789517556068	10.236169697909709
A0A0H3C8D2	TetR-family transcriptional regulator	NA	WP_010919654.1;YP_002517237.1;	108.686	267.891	6.764022306484327	8.0655023033422
A0A0H3CC62	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	NA	WP_010921105.1;YP_002518754.2;	9.56637	30.2236	3.257971591746769	4.917603608229887
A0A0H3CBQ2	Phage host specificity protein	NA	WP_012640581.1;YP_002518234.1;	6.44444	16.0739	2.6880549987228197	4.006648106540439
A0A0H3CAS5	Uncharacterized protein	NA	WP_024265842.1;YP_002518190.2;	177.803	974.598	7.474135856173056	9.928663451712872
A0A0H3C8T7	Luciferase-like monooxygenase (EC 1.14.-.-)	NA	WP_010919823.1;YP_002517407.1;	22.6096	125.631	4.498863563618952	6.973048689258628
A0A0H3C7S2	Ring hydroxylating diooxygenase (EC 1.14.-.-)	NA	WP_012640051.1;YP_002516147.1;	45.4653	54.2432	5.506693967297116	5.761370385602633
A0A0H3C5J4	OAR protein	NA	WP_012640052.1;YP_002516149.1;	14.3684	47.593	3.8448275136358308	5.57267749178355
A0A0H3C8J1	S-layer protein rsaA	rsaA	WP_024265658.1;YP_002516432.2;	10308.3	5755.54	13.331518808880793	12.490735576837912
A0A0H3CEA0	Carboxymethylenebutenolidase (EC 3.1.1.45)	NA	WP_010921585.1;YP_002519247.1;	43.172	82.4587	5.432024023990783	6.365599811530061
A0A0H3CEK4	Quinone oxidoreductase (EC 1.6.5.5)	qor	WP_010921586.1;YP_002519248.1;	49.8888	84.7002	5.640644062793131	6.404293471040675
A0A0H3CAF8	Uncharacterized protein	NA	WP_012640328.1;YP_002517215.1;	14.243	38.9428	3.832181147742154	5.283284712918057
A0A0H3CC15	3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	NA	WP_010921327.1;YP_002518986.1;	104.245	80.068	6.7038343777785245	6.323153864793678
A0A0H3CB16	Uncharacterized protein	NA	WP_010920684.1;YP_002518310.1;	24.1498	40.7063	4.59393933611392	5.3471801885283545
A0A0H3C400	PurR-family transcriptional regulator	NA	WP_024265563.1;YP_002515920.2;	0	0	-Inf	-Inf
A0A0H3C9A4	Uncharacterized protein	NA	WP_010919651.1;YP_002517234.1;	84.3385	60.7886	6.398119457720848	5.925728887873012
A0A0H3CE27	Small heat shock protein	NA	WP_015923318.1;YP_002519079.1;	212.381	1168.4	7.730510895503095	10.190318547941816
A0A0H3C588	Flagellar biosynthetic protein FliP	fliP	WP_010918835.1;YP_002516375.1;	136.708	106.529	7.094953860097051	6.735102413286353
A0A0H3C6M0	Uncharacterized protein	NA	WP_010918665.1;YP_002516194.1;	33.5653	45.675	5.068898631881022	5.513332823740126
A0A0H3CEN8	Metallophosphatase domain protein	NA	WP_010921077.1;YP_002518725.1;	120.323	142.912	6.910768632906622	7.158983251160387
A0A0H3C9V2	Oxacillin resistance-associated protein fmtC	NA	WP_012640395.1;YP_002517500.1;	165.412	79.6534	7.3699200900185184	6.3156640392926775
A0A0H3CBM3	Peptidase S8 family protein	NA	WP_010920585.1;YP_002518202.1;	16.6671	46.8506	4.058931198637009	5.549995619004091
A0A0H3CAV2	Cytochrome c-type biogenesis protein	NA	WP_010920600.1;YP_002518220.1;	182.02	137.309	7.507953169405041	7.101282380662712
A0A0H3C8D9	Undecaprenyl-phosphate beta-N-acetyl-D-fucosaminephosphotransferase (EC 2.7.8.-)	NA	WP_010919360.1;YP_002516926.1;	84.9527	57.7577	6.408587895324629	5.851941387932027
A0A0H3CCN5	Uncharacterized protein	NA	WP_010921328.1;YP_002518987.1;	508.127	177.037	8.98904531545568	7.467907098885565
A0A0H3CAZ1	Phosphoglycerate mutase	NA	WP_010919832.1;YP_002517417.1;	34.5662	48.1872	5.111290105994569	5.590578068128066
A0A0H3C5G2	Glycosyltransferase (EC 2.4.1.-)	NA	WP_010918897.1;YP_002516438.1;	143.105	118.896	7.160930269590429	6.893556369305432
A0A0H3C899	Polar localization protein TipN	tipN	WP_012640250.1;YP_002516925.1;	115.799	74.2242	6.855478984541683	6.213817733591007
A0A0H3C617	AAA-family response regulator flbD	flbD	WP_010918793.1;YP_002516327.1;	158.197	78.3059	7.305578431012985	6.291049107129941
A0A0H3CBM5	Two-component response regulator	NA	WP_010920607.1;YP_002518227.1;	176.231	1206.52	7.461323914330885	10.236636115393262
A0A0H3C4U7	17 kDa surface antigen	osrP	WP_010918724.1;YP_002516255.1;	3.52766	19.7113	1.8187115189590926	4.300951023054919
A0A0H3C903	Histidine kinase (EC 2.7.13.3)	NA	WP_010920183.1;YP_002517782.1;	187.318	64.1112	7.549345729307613	6.002504507472204
A0A0H3C3W1	Glutathione S-transferase (EC 2.5.1.18)	NA	WP_010918036.1;YP_002515521.1;	161.069	188.266	7.331535043534725	7.556628668960129
A0A0H3C6C0	PepSY superfamily protein	NA	WP_024265694.1;YP_002516734.2;	100.998	843.789	6.658182914250306	9.720738469855227
A0A0H3C6J3	HIG1 domain-containing protein	NA	WP_024265605.1;YP_002516140.2;	351.864	491.261	8.458874106026899	8.940345901406074
A0A0H3CA56	HipA-family phosphatidylinositol 3/4-kinase	NA	WP_010920611.1;YP_002518231.1;	51.7557	428.556	5.693645854289383	8.743339925369279
A0A0H3CCW1	Uncharacterized protein	NA	WP_010921074.1;YP_002518722.1;	56.2717	90.4386	5.814337643577344	6.4988667540633775
A0A0H3C6V1	Flagellar motor switch protein FliG	fliG	WP_010918790.1;YP_002516324.1;	107.734	60.1836	6.751329814683976	5.911298501771446
A0A0H3C5W9	Uncharacterized protein	NA	WP_010917972.1;YP_002515456.1;	480.697	3063.21	8.908983989508847	11.580828559719542
A0A0H3C5I9	TetR family transcriptional regulator	NA	WP_010918619.1;YP_002516143.1;	138.07	76.708	7.10925607307133	6.261305141435158
A0A0H3C437	Two-component response regulator chvI	chvI	WP_010918126.1;YP_002515612.1;	125.729	468.849	6.974173642482458	8.872979545291747
A0A0H3CBN1	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE	WP_024265846.1;YP_002518212.2;	29.5844	31.1313	4.886764731033182	4.960293917900475
A0A0H3C6Q8	Uncharacterized protein	NA	WP_010918722.1;YP_002516253.1;	42.5082	57.6737	5.409669264566535	5.84984167494533
A0A0H3CDH7	Methyl-accepting chemotaxis protein	NA	WP_010920687.1;YP_002518313.1;	14.198	19.0571	3.827615813821732	4.252256689794349
A0A0H3CAL7	Short chain dehydrogenase (EC 1.-.-.-)	NA	WP_010920196.1;YP_002517795.1;	62.5497	282.405	5.966931059861189	8.14162182162513
A0A0H3C7Z8	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB	WP_010919482.1;YP_002517053.1;	203.875	115.967	7.671541066711884	6.857570514872445
A0A0H3CCG3	Transcriptional regulator, antitoxin protein higA	higA	WP_010920873.1;YP_002518505.1;	118.994	736.086	6.894745020547646	9.523730521988158
A0A0H3C8M5	CopY/TcrY family transcriptional repressor	NA	WP_012640294.1;YP_002517085.1;	71.3383	327.419	6.156604931510816	8.354994233060312
A0A0H3CBZ0	Magnesium and cobalt transport protein CorA	NA	WP_010921017.1;YP_002518657.1;	66.8881	300.629	6.06367766004298	8.23184037447203
A0A0H3C4N5	L-sorbosone dehydrogenase (EC 1.2.99.-)	NA	WP_010918662.1;YP_002516190.1;	21.4488	35.7619	4.422825030142393	5.160351482632297
A0A0H3C6J6	Carboxypeptidase S (EC 3.4.17.4)	NA	WP_024265607.1;YP_002516146.4;	13.4557	21.8939	3.7501455405115287	4.452457062174584
A0A0H3C2K2	Lysine exporter protein	NA	WP_010917919.1;YP_002515404.1;	36.4337	113.861	5.187201609336574	6.831129865341044
A0A0H3CE89	Tim44-like domain protein	NA	WP_024266001.1;YP_002519230.2;	131.902	271.595	7.043322629786521	8.08531310992584
A0A0H3CAW1	HTH cro/C1-type domain-containing protein	NA	WP_010920612.1;YP_002518232.1;	102.852	737.994	6.684426037716597	9.527465276784742
A0A0H3C539	PKHD-type hydroxylase CCNA_00027 (EC 1.14.11.-)	NA	WP_012639859.1;YP_002515402.1;	30.26	110.304	4.919340082442012	6.785341298705182
A0A0H3CDJ8	Uncharacterized protein	NA	WP_010920710.1;YP_002518336.1;	219.175	158.865	7.775939437740407	7.311657505220773
A0A0H3C7W4	Myo-inositol catabolism protein IolB	iolB	WP_012640197.1;YP_002516732.1;	30.8377	25.5211	4.946623262139879	4.6736186077810595
A0A0H3C8E1	Flagellar hook-basal body complex protein FliE	fliE	WP_010918839.1;YP_002516379.1;	65.3744	44.3135	6.030653895390394	5.469674374165045
A0A0H3C9C4	Ubiquinol-cytochrome C reductase chaperone	NA	WP_010919243.1;YP_002516802.1;	574.276	340.815	9.165600460005573	8.412845022842541
A0A0H3CC42	Acylamino-acid-releasing enzyme (EC 3.4.19.1)	NA	WP_012640707.1;YP_002518727.1;	360.023	193.594	8.491945265568578	7.596890430071205
A0A0H3CBC8	Uncharacterized protein	NA	WP_010921073.1;YP_002518720.1;	200.939	158.199	7.65061379190481	7.305596670118928
A0A0H3CBL5	Toxin protein parE3	parE3	WP_010920597.1;YP_002518216.1;	210.299	814.287	7.716298179651973	9.669393559819602
A0A0H3CBW3	Uncharacterized protein	NA	WP_024265857.1;YP_002518312.2;	17.3362	22.5185	4.115715797256217	4.493038824852786
A0A0H3CBW2	NeuB-family N-acetylneuraminate synthase (EC 2.5.1.56)	NA	WP_010920708.1;YP_002518334.1;	57.7314	56.6189	5.8512843063506255	5.823211815519917
A0A0H3CDJ7	Methyltransferase (EC 2.1.1.-)	NA	WP_010921324.1;YP_002518983.2;	24.1656	162.147	4.594882910314221	7.341158521461376
A0A0H3C9X7	3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	NA	WP_010919448.1;YP_002517018.1;	158.296	130.713	7.306480990081947	7.030258820600986
A0A0H3C737	Quinone oxidoreductase (EC 1.6.5.5)	NA	WP_010919443.1;YP_002517013.1;	18.4151	32.8862	4.202817326450964	5.039410409297235
A0A0H3C691	Uncharacterized protein	NA	WP_010918621.1;YP_002516145.2;	12.7024	31.3695	3.667029201410552	4.971290629065078
A0A0H3CBJ2	Uncharacterized protein	NA	WP_012640570.1;YP_002518191.1;	0	0	-Inf	-Inf
A0A0H3CEJ8	Uncharacterized protein	NA	WP_024266005.1;YP_002519237.3;	902.066	921.89	9.81708918244528	9.84845080819294
A0A0H3C4F7	MerR-family transcriptional regulator	NA	WP_010917970.1;YP_002515454.1;	45.1942	394.23	5.498065731064454	8.622893756121618
A0A0H3C442	Uncharacterized protein	NA	WP_024265521.1;YP_002515618.2;	178.666	130.457	7.481121306536122	7.027430547455128
A0A0H3C3L9	Ribonuclease T2 (EC 3.1.27.-)	NA	WP_010917920.1;YP_002515405.1;	33.8364	151.525	5.080504176985073	7.243412032321093
A0A0H3C7Q5	Myo-inositol catabolism protein IolE	iolE	WP_010919177.1;YP_002516731.1;	20.5437	16.2917	4.360624134913857	4.026065248388886
A0A0H3CER7	Cro/CI family transcriptional regulator	NA	WP_010921103.1;YP_002518752.1;	132.935	336.666	7.054577186628155	8.39517422009331
A0A0H3CC37	Uncharacterized protein	NA	WP_012640706.1;YP_002518721.1;	196.824	210.888	7.620762338144418	7.720333194659593
A0A0H3C980	Methyltransferase (EC 2.1.1.-)	NA	WP_010919767.1;YP_002517351.1;	55.0392	43.6559	5.782387595370314	5.4481047390177455
A0A0H3C9V7	LacI-family transcriptional regulator	NA	WP_010919916.1;YP_002517505.1;	333.936	193.355	8.38342782142623	7.595108261575514
A0A0H3C7V5	Transposase (Transposase, IS4/5 family)	NA	WP_012640094.1;YP_002516350.1;YP_002516722.1;YP_002518815.1;YP_002519082.1;	108.845	468.412	6.766131325910084	8.871634225730698
A0A0H3C949	Transposase (Transposase DDE domain protein) (EC 1.2.1.27) (Transposase, DDE family)	NA	WP_012640095.1;YP_002516351.1;YP_002516723.1;YP_002518814.1;YP_002519081.1;	49.1309	136.426	5.618558762098504	7.091974808451404
A0A0H3C5Q5	Transposase (Transposase, IS2 family)	NA	WP_010918403.1;YP_002515922.1;YP_002517746.1;YP_002518145.1;YP_002518201.1;	30.7701	91.3042	4.943457227192868	6.512609320702611
