Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P42306	YXIO_BACSU	reviewed	Uncharacterized MFS-type transporter YxiO	yxiO S3AR BSU39100	Bacillus subtilis (strain 168)	428	BSU39100		yxiO	S3AR	2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0016021; GO:0022857	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	D83026;AL009126;	CAB15946;		NP_391789.1;WP_009968391.1;
O34882	YOLI_BACSU	reviewed	Probable tautomerase YolI (EC 5.3.2.-)	yolI yodA BSU19530	Bacillus subtilis (strain 168)	129	BSU19530		yolI	yodA	2 out of 5			isomerase activity [GO:0016853]	GO:0016853	isomerase activity [GO:0016853]	AF015775;AF006665;AL009126;	CAB13844;		NP_389834.1;WP_003231200.1;
P96720	YWQH_BACSU	reviewed	Uncharacterized protein YwqH	ywqH BSU36210	Bacillus subtilis (strain 168)	140	BSU36210		ywqH		1 out of 5						Z92952;AL009126;	CAB15638;		NP_391502.1;WP_003242741.1;
P71045	YWNJ_BACSU	reviewed	Uncharacterized membrane protein YwnJ	ywnJ BSU36540	Bacillus subtilis (strain 168)	140	BSU36540		ywnJ		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	Y08559;AL009126;	CAB15671;		NP_391535.1;WP_003227753.1;
O05219	YWRE_BACSU	reviewed	Uncharacterized protein YwrE	ywrE BSU36090	Bacillus subtilis (strain 168)	111	BSU36090		ywrE		1 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	Z93767;AL009126;	CAB15626;		NP_391490.1;WP_003227850.1;
P54478	YQFU_BACSU	reviewed	UPF0750 membrane protein YqfU	yqfU BSU25110	Bacillus subtilis (strain 168)	293	BSU25110		yqfU		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	D84432;AL009126;	CAB14441;		NP_390390.2;WP_003230077.1;
P54948	YXEI_BACSU	reviewed	Uncharacterized protein YxeI	yxeI BSU39540 LP9A	Bacillus subtilis (strain 168)	328	BSU39540	LP9A	yxeI		1 out of 5			hydrolase activity [GO:0016787]	GO:0016787	hydrolase activity [GO:0016787]	D45912;AL009126;	CAB15990;		NP_391833.2;WP_003243495.1;
P54480	YQFW_BACSU	reviewed	Putative nucleotidase YqfW (EC 3.1.3.-)	yqfW BSU25090	Bacillus subtilis (strain 168)	193	BSU25090		yqfW		1 out of 5			hydrolase activity [GO:0016787]	GO:0016787	hydrolase activity [GO:0016787]	D84432;AL009126;	CAB14439;		NP_390388.1;WP_003246215.1;
P94353	YXJJ_BACSU	reviewed	Uncharacterized protein YxjJ	yxjJ BSU38930	Bacillus subtilis (strain 168)	87	BSU38930		yxjJ		1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	D83026;AL009126;	CAB15919;		NP_391772.1;WP_010886640.1;
O34355	YTCJ_BACSU	reviewed	Putative amidohydrolase YtcJ (EC 3.5.-.-)	ytcJ BSU29550	Bacillus subtilis (strain 168)	529	BSU29550		ytcJ		1 out of 5			hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	AF008220;AL009126;	CAB14933;		NP_390833.1;WP_003229333.1;
P94372	YXLD_BACSU	reviewed	Negative regulatory protein YxlD	yxlD BSU38680	Bacillus subtilis (strain 168)	68	BSU38680		yxlD		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	D83026;AL009126;	CAB15894;		NP_391747.1;WP_003242917.1;
P37521	YYAC_BACSU	reviewed	Uncharacterized protein YyaC	yyaC BSU40950	Bacillus subtilis (strain 168)	205	BSU40950		yyaC		1 out of 5						X62539;D26185;AL009126;	CAB16132;		NP_391975.1;WP_003243890.1;
P38491	YPFA_BACSU	reviewed	Uncharacterized protein YpfA	ypfA jofA BSU22910	Bacillus subtilis (strain 168)	217	BSU22910		ypfA	jofA	1 out of 5			cyclic-di-GMP binding [GO:0035438]	GO:0035438	cyclic-di-GMP binding [GO:0035438]	U11687;L47648;AL009126;	CAB14207;		NP_390172.1;WP_003230551.1;
O34862	YTCA_BACSU	reviewed	Putative UDP-glucose 6-dehydrogenase YtcA (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	ytcA BSU30860	Bacillus subtilis (strain 168)	428	BSU30860		ytcA		3 out of 5	cell wall organization [GO:0071555]; polysaccharide biosynthetic process [GO:0000271]; UDP-glucuronate biosynthetic process [GO:0006065]		NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]	GO:0000271; GO:0003979; GO:0006065; GO:0051287; GO:0071555	NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]; cell wall organization [GO:0071555]; polysaccharide biosynthetic process [GO:0000271]; UDP-glucuronate biosynthetic process [GO:0006065]	AF008220;AL009126;	CAB15064;		NP_390964.1;WP_004398478.1;
P40766	YPMR_BACSU	reviewed	Uncharacterized protein YpmR	ypmR yzjA BSU21740	Bacillus subtilis (strain 168)	255	BSU21740		ypmR	yzjA	1 out of 5			lysophospholipase activity [GO:0004622]	GO:0004622	lysophospholipase activity [GO:0004622]	L77246;AL009126;M22910;	CAB14092;		NP_390057.1;WP_003245956.1;
O05399	YRHG_BACSU	reviewed	Uncharacterized transporter YrhG	yrhG BSU27200	Bacillus subtilis (strain 168)	266	BSU27200		yrhG		2 out of 5	formate transport [GO:0015724]	integral component of plasma membrane [GO:0005887]	formate transmembrane transporter activity [GO:0015499]	GO:0005887; GO:0015499; GO:0015724	integral component of plasma membrane [GO:0005887]; formate transmembrane transporter activity [GO:0015499]; formate transport [GO:0015724]	U93874;AL009126;	CAB14662;		NP_390598.1;WP_003229815.1;
P45910	YQAM_BACSU	reviewed	Uncharacterized protein YqaM	yqaM BSU26260	Bacillus subtilis (strain 168)	313	BSU26260		yqaM		1 out of 5	DNA replication [GO:0006260]; DNA strand elongation involved in DNA replication [GO:0006271]		ATP binding [GO:0005524]	GO:0005524; GO:0006260; GO:0006271	ATP binding [GO:0005524]; DNA replication [GO:0006260]; DNA strand elongation involved in DNA replication [GO:0006271]	D32216;D84432;AL009126;	CAB14567;		NP_390503.2;WP_075058863.1;
O34906	YOAM_BACSU	reviewed	Abasic site processing protein YoaM (EC 3.4.-.-)	yoaM BSU18660	Bacillus subtilis (strain 168)	227	BSU18660		yoaM		3 out of 5	protein-DNA covalent cross-linking [GO:0018142]; SOS response [GO:0009432]		peptidase activity [GO:0008233]; single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0008233; GO:0009432; GO:0018142	peptidase activity [GO:0008233]; single-stranded DNA binding [GO:0003697]; protein-DNA covalent cross-linking [GO:0018142]; SOS response [GO:0009432]	AF027868;AL009126;	CAB13758;		NP_389747.1;WP_004399422.1;
P50733	YPBG_BACSU	reviewed	Uncharacterized protein YpbG	ypbG BSU22980	Bacillus subtilis (strain 168)	259	BSU22980		ypbG		2 out of 5	lipid A biosynthetic process [GO:0009245]		ATP binding [GO:0005524]; UDP-2,3-diacylglucosamine hydrolase activity [GO:0008758]	GO:0005524; GO:0008758; GO:0009245	ATP binding [GO:0005524]; UDP-2,3-diacylglucosamine hydrolase activity [GO:0008758]; lipid A biosynthetic process [GO:0009245]	L47648;AL009126;	CAB14214;		NP_390179.1;WP_003230532.1;
O34841	YOEB_BACSU	reviewed	Uncharacterized protein YoeB	yoeB BSU18380	Bacillus subtilis (strain 168)	181	BSU18380		yoeB		1 out of 5						AL009126;	CAB13721;		NP_389720.2;WP_004399558.1;
O34383	YOCR_BACSU	reviewed	Uncharacterized sodium-dependent transporter YocR	yocR BSU19340	Bacillus subtilis (strain 168)	445	BSU19340		yocR		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	symporter activity [GO:0015293]	GO:0005886; GO:0015293; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; symporter activity [GO:0015293]	AF027868;AL009126;	CAB13826;		NP_389816.1;WP_004399312.1;
O34791	YOPO_BACSU	reviewed	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YopO	yopO BSU20820	Bacillus subtilis (strain 168)	70	BSU20820		yopO		1 out of 5			DNA binding [GO:0003677]	GO:0003677	DNA binding [GO:0003677]	AL009126;	CAB13974;		NP_389964.1;WP_004399407.1;
O31816	YNDM_BACSU	reviewed	Uncharacterized membrane protein YndM	yndM BSU17830	Bacillus subtilis (strain 168)	179	BSU17830		yndM		1 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	AL009126;	CAB13667;		NP_389666.1;WP_003231606.1;
P54549	YQJL_BACSU	reviewed	Uncharacterized protein YqjL	yqjL BSU23830	Bacillus subtilis (strain 168)	253	BSU23830		yqjL		1 out of 5						D84432;AL009126;	CAB14315;		NP_390264.1;WP_003230373.1;
P32727	NUSA_BACSU	reviewed	Transcription termination/antitermination protein NusA	nusA BSU16600	Bacillus subtilis (strain 168)	371	BSU16600		nusA		3 out of 5	DNA-templated transcription, termination [GO:0006353]; transcription antitermination [GO:0031564]	cytosol [GO:0005829]	DNA-binding transcription factor activity [GO:0003700]; RNA binding [GO:0003723]	GO:0003700; GO:0003723; GO:0005829; GO:0006353; GO:0031564	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]; transcription antitermination [GO:0031564]	Z18631;AL009126;	CAB13533;		NP_389542.1;WP_003231912.1;
O32025	PHRE_BACSU	reviewed	Phosphatase RapE inhibitor (Phosphatase regulator E)	phrE BSU25840	Bacillus subtilis (strain 168)	44	BSU25840		phrE		2 out of 5						AL009126;	CAB14525;		NP_390461.1;WP_004398770.1;
O32148	PUCG_BACSU	reviewed	(S)-ureidoglycine--glyoxylate transaminase (UGXT) (EC 2.6.1.112) ((S)-ureidoglycine--glyoxylate aminotransferase) (Purine catabolism protein PucG)	pucG yurG BSU32520	Bacillus subtilis (strain 168)	416	BSU32520		pucG	yurG	5 out of 5	allantoin catabolic process [GO:0000256]; glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]; purine nucleobase metabolic process [GO:0006144]	peroxisome [GO:0005777]	alanine-glyoxylate transaminase activity [GO:0008453]; serine-pyruvate transaminase activity [GO:0004760]	GO:0000256; GO:0004760; GO:0005777; GO:0006144; GO:0008453; GO:0019265	peroxisome [GO:0005777]; alanine-glyoxylate transaminase activity [GO:0008453]; serine-pyruvate transaminase activity [GO:0004760]; allantoin catabolic process [GO:0000256]; glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]; purine nucleobase metabolic process [GO:0006144]	AL009126;	CAB15242;		NP_391132.1;WP_003244520.1;
P37547	RNM5_BACSU	reviewed	Ribonuclease M5 (EC 3.1.26.8) (RNase M5) (Ribosomal RNA terminal maturase M5)	rnmV yabF BSU00410	Bacillus subtilis (strain 168)	186	BSU00410		rnmV	yabF	5 out of 5	ribosome biogenesis [GO:0042254]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; ribonuclease M5 activity [GO:0043822]; rRNA binding [GO:0019843]	GO:0005737; GO:0006364; GO:0019843; GO:0042254; GO:0043822; GO:0046872	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; ribonuclease M5 activity [GO:0043822]; rRNA binding [GO:0019843]; ribosome biogenesis [GO:0042254]; rRNA processing [GO:0006364]	D26185;AL009126;	CAB11817;		NP_387922.1;WP_003226752.1;
P71088	SP0M_BACSU	reviewed	Sporulation-control protein spo0M (Stage 0 sporulation protein M)	spo0M ygaI BSU08760	Bacillus subtilis (strain 168)	258	BSU08760		spo0M	ygaI	2 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	D89936;Z82044;AL009126;	CAB12704;		NP_388756.2;WP_003233481.1;
P39151	SP2R_BACSU	reviewed	Stage II sporulation protein R	spoIIR BSU36970 ipc-27d	Bacillus subtilis (strain 168)	224	BSU36970	ipc-27d	spoIIR		1 out of 5	sporulation resulting in formation of a cellular spore [GO:0030435]			GO:0030435	sporulation resulting in formation of a cellular spore [GO:0030435]	Z38002;AL009126;	CAB15714;		NP_391578.1;WP_003227654.1;
P71031	SSPO_BACSU	reviewed	Small, acid-soluble spore protein O (SASP O)	sspO cotK BSU17990	Bacillus subtilis (strain 168)	48	BSU17990		sspO	cotK	3 out of 5	asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	endospore-forming forespore [GO:0042601]		GO:0030435; GO:0030436; GO:0042601	endospore-forming forespore [GO:0042601]; asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	U72073;AL009126;	CAB13683;		NP_389682.1;WP_003244839.1;
P39623	SPSC_BACSU	reviewed	Spore coat polysaccharide biosynthesis protein SpsC	spsC BSU37890 ipa-65d	Bacillus subtilis (strain 168)	389	BSU37890	ipa-65d	spsC		2 out of 5	polysaccharide biosynthetic process [GO:0000271]		pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	GO:0000271; GO:0008483; GO:0030170	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; polysaccharide biosynthetic process [GO:0000271]	X73124;AL009126;	CAB15815;		NP_391668.1;WP_003243878.1;
P39621	SPSA_BACSU	reviewed	Spore coat polysaccharide biosynthesis protein SpsA	spsA BSU37910 ipa-63d	Bacillus subtilis (strain 168)	256	BSU37910	ipa-63d	spsA		3 out of 5			transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	transferase activity, transferring glycosyl groups [GO:0016757]	X73124;AL009126;	CAB15817;		NP_391670.1;WP_003244383.1;
P26380	PTFB_BACSU	reviewed	PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIIB-Fru) (Fructose-specific phosphotransferase enzyme IIB component) (lev-PTS) (p18)	levE sacL BSU27060	Bacillus subtilis (strain 168)	163	BSU27060		levE	sacL	5 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	GO:0005737; GO:0008982; GO:0009401; GO:0016301	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	X56098;X92868;AL009126;	CAB14648;		NP_390584.1;
O05506	PTEA_BACSU	reviewed	PTS system oligo-beta-mannoside-specific EIIA component (Glucomannan utilization protein A) (Oligo-beta-mannoside-specific phosphotransferase enzyme IIA component)	gmuA ydhN BSU05820	Bacillus subtilis (strain 168)	110	BSU05820		gmuA	ydhN	3 out of 5	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; polysaccharide transport [GO:0015774]	cytoplasm [GO:0005737]	kinase activity [GO:0016301]	GO:0005737; GO:0009401; GO:0015774; GO:0016301	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; polysaccharide transport [GO:0015774]	D88802;AL009126;	CAB12401;		NP_388463.2;WP_003243550.1;
Q9KWU4	PYC_BACSU	reviewed	Pyruvate carboxylase (EC 6.4.1.1) (Pyruvic carboxylase) (PYC)	pyc pycA ylaP BSU14860	Bacillus subtilis (strain 168)	1148	BSU14860		pyc	pycA ylaP	5 out of 5	gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; biotin binding [GO:0009374]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]	GO:0004736; GO:0005524; GO:0005737; GO:0006090; GO:0006094; GO:0009374; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; biotin binding [GO:0009374]; metal ion binding [GO:0046872]; pyruvate carboxylase activity [GO:0004736]; gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]	AL009126;Z97025;Z98682;	CAB13359;		NP_389369.1;WP_003244778.1;
P96649	RAPI_BACSU	reviewed	Response regulator aspartate phosphatase I (EC 3.1.-.-)	rapI yddL BSU05010	Bacillus subtilis (strain 168)	391	BSU05010		rapI	yddL	2 out of 5			phosphoprotein phosphatase activity [GO:0004721]	GO:0004721	phosphoprotein phosphatase activity [GO:0004721]	AB001488;AL009126;	CAB12308;		NP_388382.1;WP_009966637.1;
O05263	RHAM_BACSU	reviewed	L-rhamnose mutarotase (EC 5.1.3.32) (Rhamnose 1-epimerase) (Type-3 mutarotase)	rhaM yulD BSU31190	Bacillus subtilis (strain 168)	104	BSU31190		rhaM	yulD	3 out of 5	rhamnose catabolic process [GO:0019301]	cytoplasm [GO:0005737]	L-rhamnose mutarotase activity [GO:0062192]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]	GO:0005737; GO:0016857; GO:0019301; GO:0062192	cytoplasm [GO:0005737]; L-rhamnose mutarotase activity [GO:0062192]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]; rhamnose catabolic process [GO:0019301]	Z93938;AL009126;	CAB15097;		NP_390997.1;WP_003243762.1;
P20277	RL17_BACSU	reviewed	50S ribosomal protein L17 (BL15) (BL21)	rplQ BSU01440	Bacillus subtilis (strain 168)	120	BSU01440		rplQ		2 out of 5	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	M26414;L47971;AL009126;	CAB11920;		NP_388025.1;WP_003225836.1;
O31774	RNY_BACSU	reviewed	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	rny ymdA BSU16960	Bacillus subtilis (strain 168)	520	BSU16960		rny	ymdA	5 out of 5	mRNA catabolic process [GO:0006402]; mRNA processing [GO:0006397]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	endoribonuclease activity [GO:0004521]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]	GO:0003723; GO:0004521; GO:0005886; GO:0006397; GO:0006402; GO:0016021; GO:0042802	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; endoribonuclease activity [GO:0004521]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; mRNA processing [GO:0006397]	AL009126;	CAB13569;		NP_389578.1;WP_003221010.1;
P20282	RS13_BACSU	reviewed	30S ribosomal protein S13 (BS14)	rpsM BSU01410	Bacillus subtilis (strain 168)	121	BSU01410		rpsM		3 out of 5	translation [GO:0006412]	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0019843	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	L47971;M26414;AL009126;M13957;	CAB11917;		NP_388022.2;WP_003235095.1;
O31587	RS14B_BACSU	reviewed	Alternate 30S ribosomal protein S14	rpsN2 rpsNB yhzA BSU08880	Bacillus subtilis (strain 168)	89	BSU08880		rpsN2	rpsNB yhzA	3 out of 5	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	AL009126;	CAB12716;		NP_388768.1;WP_003233455.1;
Q06799	SECE_BACSU	reviewed	Protein translocase subunit SecE	secE BSU01000	Bacillus subtilis (strain 168)	59	BSU01000		secE		2 out of 5	intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	integral component of plasma membrane [GO:0005887]	P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; protein transmembrane transporter activity [GO:0008320]	GO:0005887; GO:0006605; GO:0008320; GO:0009306; GO:0015450; GO:0043952; GO:0065002	integral component of plasma membrane [GO:0005887]; P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; protein transmembrane transporter activity [GO:0008320]; intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	D13303;AL009126;	CAB11876;		NP_387981.1;WP_004399676.1;
P25053	TENI_BACSU	reviewed	Thiazole tautomerase (EC 5.3.99.10)	tenI BSU11660	Bacillus subtilis (strain 168)	205	BSU11660		tenI		5 out of 5	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytoplasm [GO:0005737]	isomerase activity [GO:0016853]; thiamine-phosphate diphosphorylase activity [GO:0004789]	GO:0004789; GO:0005737; GO:0009228; GO:0009229; GO:0016853	cytoplasm [GO:0005737]; isomerase activity [GO:0016853]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	M73546;AL009126;	CAB13023;		NP_389048.1;WP_003232908.1;
Q08788	SRFAD_BACSU	reviewed	Surfactin synthase thioesterase subunit (EC 3.1.2.-) (Cold shock protein CSI16)	srfAD srfA4 BSU03520	Bacillus subtilis (strain 168)	242	BSU03520		srfAD	srfA4	4 out of 5	antibiotic biosynthetic process [GO:0017000]; lipid biosynthetic process [GO:0008610]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]	hydrolase activity [GO:0016787]	GO:0005737; GO:0008610; GO:0016787; GO:0017000; GO:0030435	cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]; antibiotic biosynthetic process [GO:0017000]; lipid biosynthetic process [GO:0008610]; sporulation resulting in formation of a cellular spore [GO:0030435]	X70356;D50453;AL009126;	CAB12146;		NP_388234.1;WP_003234568.1;
O34526	SYA_BACSU	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS BSU27410	Bacillus subtilis (strain 168)	878	BSU27410		alaS		3 out of 5	alanyl-tRNA aminoacylation [GO:0006419]; tRNA modification [GO:0006400]	cytosol [GO:0005829]	alanine-tRNA ligase activity [GO:0004813]; amino acid binding [GO:0016597]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	GO:0000049; GO:0002161; GO:0004813; GO:0005524; GO:0005829; GO:0006400; GO:0006419; GO:0008270; GO:0016597	cytosol [GO:0005829]; alanine-tRNA ligase activity [GO:0004813]; amino acid binding [GO:0016597]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]; tRNA modification [GO:0006400]	AL009126;	CAB14682;		NP_390618.1;WP_003246158.1;
P54445	PSIE_BACSU	reviewed	Protein PsiE homolog	psiE yrkR BSU26410	Bacillus subtilis (strain 168)	138	BSU26410		psiE	yrkR	2 out of 5	cellular response to phosphate starvation [GO:0016036]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021; GO:0016036	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cellular response to phosphate starvation [GO:0016036]	D84432;AL009126;	CAB14582;		NP_390518.2;WP_003246154.1;
P39604	RODA_BACSU	reviewed	Peptidoglycan glycosyltransferase RodA (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase) (Rod shape-determining protein)	rodA ywcF BSU38120 ipa-42d	Bacillus subtilis (strain 168)	393	BSU38120	ipa-42d	rodA	ywcF	4 out of 5	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]	lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]	GO:0005887; GO:0008360; GO:0008955; GO:0009252; GO:0015648; GO:0032153; GO:0051301; GO:0071555	cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]; lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	X73124;AL009126;	CAB15838;		NP_391691.1;WP_003227413.1;
P37870	RPOB_BACSU	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB crsE rfm BSU01070	Bacillus subtilis (strain 168)	1193	BSU01070		rpoB	crsE rfm	4 out of 5	response to antibiotic [GO:0046677]; transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]	GO:0003677; GO:0003899; GO:0006351; GO:0032549; GO:0046677	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; response to antibiotic [GO:0046677]; transcription, DNA-templated [GO:0006351]	L24376;AL009126;	CAB11883;		NP_387988.2;WP_009966326.1;
O34557	RPE_BACSU	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe yloR BSU15790	Bacillus subtilis (strain 168)	217	BSU15790		rpe	yloR	3 out of 5	cellular carbohydrate metabolic process [GO:0044262]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	cytosol [GO:0005829]	metal ion binding [GO:0046872]; ribulose-phosphate 3-epimerase activity [GO:0004750]	GO:0004750; GO:0005829; GO:0009052; GO:0019323; GO:0044262; GO:0046872	cytosol [GO:0005829]; metal ion binding [GO:0046872]; ribulose-phosphate 3-epimerase activity [GO:0004750]; cellular carbohydrate metabolic process [GO:0044262]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	Y13937;AL009126;	CAB13452;		NP_389461.1;WP_003232058.1;
