Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
Q9JZS6	Q9JZS6_NEIMB	unreviewed	Uncharacterized protein	NMB0915	Neisseria meningitidis serogroup B (strain MC58)	163	NMB0915				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF41323;		NP_273955.1;WP_002217437.1;
Q7DDR5	Q7DDR5_NEIMB	unreviewed	Uncharacterized protein	NMB0311	Neisseria meningitidis serogroup B (strain MC58)	81	NMB0311				1 out of 5						AE002098;	AAF40757;		NP_273361.1;WP_002212272.1;
Q9JY44	Q9JY44_NEIMB	unreviewed	Cryptic plasmid protein A-related protein	NMB1754	Neisseria meningitidis serogroup B (strain MC58)	33	NMB1754				1 out of 5						AE002098;	AAF42095;		NP_274754.1;
Q9K1J9	Q9K1J9_NEIMB	unreviewed	Uncharacterized protein	NMB0119	Neisseria meningitidis serogroup B (strain MC58)	231	NMB0119				1 out of 5						AE002098;	AAF40578;		NP_273177.1;
Q9JYA7	Q9JYA7_NEIMB	unreviewed	Iron-starvation protein PigA	NMB1669	Neisseria meningitidis serogroup B (strain MC58)	209	NMB1669				1 out of 5	heme oxidation [GO:0006788]		heme oxygenase (decyclizing) activity [GO:0004392]	GO:0004392; GO:0006788	heme oxygenase (decyclizing) activity [GO:0004392]; heme oxidation [GO:0006788]	AE002098;	AAF42018;		NP_274674.1;WP_002218916.1;
Q9K0F6	Q9K0F6_NEIMB	unreviewed	Uncharacterized protein	NMB0650	Neisseria meningitidis serogroup B (strain MC58)	139	NMB0650				1 out of 5						AE002098;	AAF41071;		NP_273692.1;
Q7DDQ7	Q7DDQ7_NEIMB	unreviewed	Transcriptional regulator, Crp/Fnr family	NMB0380	Neisseria meningitidis serogroup B (strain MC58)	244	NMB0380				1 out of 5		cytosol [GO:0005829]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005829	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	AE002098;	AAF40820;		NP_273429.1;WP_002212452.1;
Q9K134	Q9K134_NEIMB	unreviewed	Glutamine synthetase (EC 6.3.1.2)	glnA NMB0359	Neisseria meningitidis serogroup B (strain MC58)	472	NMB0359		glnA		2 out of 5	glutamine biosynthetic process [GO:0006542]; nitrogen utilization [GO:0019740]	cytoplasm [GO:0005737]; membrane [GO:0016020]	ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]	GO:0004356; GO:0005524; GO:0005737; GO:0006542; GO:0016020; GO:0019740	cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; nitrogen utilization [GO:0019740]	AE002098;	AAF40802;		NP_273408.1;WP_002226993.1;
Q9K0B3	Q9K0B3_NEIMB	unreviewed	Uncharacterized protein	NMB0701	Neisseria meningitidis serogroup B (strain MC58)	84	NMB0701				1 out of 5						AE002098;	AAF41118;		
Q9K1R3	Q9K1R3_NEIMB	unreviewed	Cell division ATP-binding protein FtsE	ftsE NMB0007	Neisseria meningitidis serogroup B (strain MC58)	216	NMB0007		ftsE		2 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0007049; GO:0042626; GO:0043190; GO:0051301	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; cell cycle [GO:0007049]; cell division [GO:0051301]	AE002098;	AAF40486;		NP_273073.1;WP_002225752.1;
Q9JXE1	Q9JXE1_NEIMB	unreviewed	Putative hemolysin	NMB2091	Neisseria meningitidis serogroup B (strain MC58)	202	NMB2091				1 out of 5						AE002098;	AAF42408;		NP_275079.1;WP_002215066.1;
Q9JZL0	Q9JZL0_NEIMB	unreviewed	Uncharacterized protein	NMB1006	Neisseria meningitidis serogroup B (strain MC58)	59	NMB1006				1 out of 5						AE002098;	AAF41407;		
Q9JXH8	Q9JXH8_NEIMB	unreviewed	Spermidine/putrescine ABC transporter, ATP-binding protein	potA-2 NMB2042	Neisseria meningitidis serogroup B (strain MC58)	312	NMB2042		potA-2		1 out of 5			ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0042626	ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	AE002098;	AAF42363;		NP_275033.1;WP_002225688.1;
Q7DDB7	Q7DDB7_NEIMB	unreviewed	Uncharacterized protein	NMB1494	Neisseria meningitidis serogroup B (strain MC58)	64	NMB1494				1 out of 5						AE002098;	AAF41850;		NP_274502.1;WP_002212918.1;
Q9JYH9	Q9JYH9_NEIMB	unreviewed	Thioredoxin domain-containing protein	NMB1578	Neisseria meningitidis serogroup B (strain MC58)	217	NMB1578				1 out of 5						AE002098;	AAF41931;		NP_274584.1;WP_002225030.1;
Q4W572	Q4W572_NEIMB	unreviewed	DnaJ protein, truncation	NMB1027	Neisseria meningitidis serogroup B (strain MC58)	240	NMB1027				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAY52149;		NP_274061.1;WP_002217104.1;
Q9JZN3	Q9JZN3_NEIMB	unreviewed	Putative modulator of drug activity B	NMB0977	Neisseria meningitidis serogroup B (strain MC58)	157	NMB0977				1 out of 5						AE002098;	AAF41381;		NP_274014.1;WP_010980879.1;
Q9JXT3	Q9JXT3_NEIMB	unreviewed	Type II restriction enzyme DpnI (EC 3.1.21.4)	dpnC NMB1896	Neisseria meningitidis serogroup B (strain MC58)	267	NMB1896		dpnC		1 out of 5			type II site-specific deoxyribonuclease activity [GO:0009036]	GO:0009036	type II site-specific deoxyribonuclease activity [GO:0009036]	AE002098;	AAF42227;		NP_274891.1;WP_002225800.1;
Q9K0B6	Q9K0B6_NEIMB	unreviewed	Uncharacterized protein	NMB0698	Neisseria meningitidis serogroup B (strain MC58)	229	NMB0698				1 out of 5						AE002098;	AAF41115;		NP_273740.1;WP_002225483.1;
Q9K166	Q9K166_NEIMB	unreviewed	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	NMB0310	Neisseria meningitidis serogroup B (strain MC58)	142	NMB0310				3 out of 5	protoporphyrinogen IX biosynthetic process [GO:0006782]	integral component of plasma membrane [GO:0005887]	metal ion binding [GO:0046872]; protoporphyrinogen oxidase activity [GO:0070818]	GO:0005887; GO:0006782; GO:0046872; GO:0070818	integral component of plasma membrane [GO:0005887]; metal ion binding [GO:0046872]; protoporphyrinogen oxidase activity [GO:0070818]; protoporphyrinogen IX biosynthetic process [GO:0006782]	AE002098;	AAF40756;		NP_273360.1;
Q9K1A7	Q9K1A7_NEIMB	unreviewed	Uncharacterized protein	NMB0260	Neisseria meningitidis serogroup B (strain MC58)	128	NMB0260				1 out of 5						AE002098;	AAF40714;		
Q9K1P5	Q9K1P5_NEIMB	unreviewed	Deferrochelatase/peroxidase (EC 1.11.1.-)	NMB0036	Neisseria meningitidis serogroup B (strain MC58)	421	NMB0036				2 out of 5	iron import into cell [GO:0033212]	cytosol [GO:0005829]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]	GO:0004601; GO:0005829; GO:0020037; GO:0033212; GO:0046872	cytosol [GO:0005829]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; iron import into cell [GO:0033212]	AE002098;	AAF40507;		NP_273102.1;WP_002243924.1;
Q9JY97	Q9JY97_NEIMB	unreviewed	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	parE NMB1682	Neisseria meningitidis serogroup B (strain MC58)	661	NMB1682		parE		3 out of 5	chromosome segregation [GO:0007059]; DNA topological change [GO:0006265]	chromosome [GO:0005694]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0007059	chromosome [GO:0005694]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; chromosome segregation [GO:0007059]; DNA topological change [GO:0006265]	AE002098;	AAF42030;		NP_274686.1;WP_002224983.1;
Q9JYF9	Q9JYF9_NEIMB	unreviewed	Putative transposase	NMB1602	Neisseria meningitidis serogroup B (strain MC58)	372	NMB1602				1 out of 5	transposition, DNA-mediated [GO:0006313]		DNA binding [GO:0003677]; transposase activity [GO:0004803]	GO:0003677; GO:0004803; GO:0006313	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]	AE002098;	AAF62334;		NP_274608.1;WP_002248744.1;
Q9K0E8	Q9K0E8_NEIMB	unreviewed	Uncharacterized protein	NMB0659	Neisseria meningitidis serogroup B (strain MC58)	133	NMB0659				1 out of 5						AE002098;	AAF41078;		NP_273701.1;WP_002223957.1;
Q9JY64	Q9JY64_NEIMB	unreviewed	Uncharacterized protein	NMB1718	Neisseria meningitidis serogroup B (strain MC58)	85	NMB1718				1 out of 5						AE002098;	AAF42065;		NP_274721.1;
Q9K0W1	Q9K0W1_NEIMB	unreviewed	Bifunctional chorismate mutase/prephenate dehydratase (EC 4.2.1.51) (EC 5.4.99.5) (Chorismate mutase) (Chorismate mutase-prephenate dehydratase) (Prephenate dehydratase) (p-protein)	pheA NMB0446	Neisseria meningitidis serogroup B (strain MC58)	362	NMB0446		pheA		3 out of 5	chorismate metabolic process [GO:0046417]; L-phenylalanine biosynthetic process [GO:0009094]	cytoplasm [GO:0005737]	chorismate mutase activity [GO:0004106]; prephenate dehydratase activity [GO:0004664]	GO:0004106; GO:0004664; GO:0005737; GO:0009094; GO:0046417	cytoplasm [GO:0005737]; chorismate mutase activity [GO:0004106]; prephenate dehydratase activity [GO:0004664]; chorismate metabolic process [GO:0046417]; L-phenylalanine biosynthetic process [GO:0009094]	AE002098;	AAF40883;		NP_273493.1;WP_002222056.1;
Q9JY21	Q9JY21_NEIMB	unreviewed	Uncharacterized protein	NMB1784	Neisseria meningitidis serogroup B (strain MC58)	117	NMB1784				1 out of 5						AE002098;	AAF42123;		NP_274783.1;WP_002234250.1;
Q9K1R5	Q9K1R5_NEIMB	unreviewed	EpiH/GdmH-related protein	NMB0004	Neisseria meningitidis serogroup B (strain MC58)	214	NMB0004				1 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	AE002098;	AAF40483;		NP_273070.1;WP_002220030.1;
Q9JYE3	Q9JYE3_NEIMB	unreviewed	Uncharacterized protein	NMB1620	Neisseria meningitidis serogroup B (strain MC58)	394	NMB1620				1 out of 5			hydrolase activity [GO:0016787]	GO:0016787	hydrolase activity [GO:0016787]	AE002098;	AAF41972;		NP_274626.1;WP_002218953.1;
Q9K0V5	Q9K0V5_NEIMB	unreviewed	MutT protein	mutT NMB0453	Neisseria meningitidis serogroup B (strain MC58)	269	NMB0453		mutT		1 out of 5	DNA repair [GO:0006281]		8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity [GO:0035539]; 8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]; 8-oxo-dGDP phosphatase activity [GO:0044715]; 8-oxo-GDP phosphatase activity [GO:0044716]	GO:0006281; GO:0008413; GO:0035539; GO:0044715; GO:0044716	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity [GO:0035539]; 8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]; 8-oxo-dGDP phosphatase activity [GO:0044715]; 8-oxo-GDP phosphatase activity [GO:0044716]; DNA repair [GO:0006281]	AE002098;	AAF40890;		NP_273500.1;WP_002216566.1;
Q7DD68	Q7DD68_NEIMB	unreviewed	Protein-export membrane protein SecG	secG NMB1888	Neisseria meningitidis serogroup B (strain MC58)	116	NMB1888		secG		2 out of 5	intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein transport by the Sec complex [GO:0043952]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]	GO:0005886; GO:0009306; GO:0015450; GO:0016021; GO:0043952; GO:0065002	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein transport by the Sec complex [GO:0043952]	AE002098;	AAF42222;		NP_274884.1;WP_002214678.1;
Q9JZV1	Q9JZV1_NEIMB	unreviewed	Uncharacterized protein	NMB0889	Neisseria meningitidis serogroup B (strain MC58)	197	NMB0889				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF41299;		NP_273930.1;WP_002244085.1;
Q9K137	Q9K137_NEIMB	unreviewed	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	NMB0353	Neisseria meningitidis serogroup B (strain MC58)	178	NMB0353				2 out of 5			3-deoxy-manno-octulosonate-8-phosphatase activity [GO:0019143]; metal ion binding [GO:0046872]	GO:0019143; GO:0046872	3-deoxy-manno-octulosonate-8-phosphatase activity [GO:0019143]; metal ion binding [GO:0046872]	AE002098;	AAF40796;		NP_273402.1;WP_002224883.1;
Q9JZS8	Q9JZS8_NEIMB	unreviewed	PemK protein	pemK NMB0913	Neisseria meningitidis serogroup B (strain MC58)	115	NMB0913		pemK		1 out of 5	mRNA catabolic process [GO:0006402]; rRNA catabolic process [GO:0016075]		DNA binding [GO:0003677]; endoribonuclease activity [GO:0004521]	GO:0003677; GO:0004521; GO:0006402; GO:0016075	DNA binding [GO:0003677]; endoribonuclease activity [GO:0004521]; mRNA catabolic process [GO:0006402]; rRNA catabolic process [GO:0016075]	AE002098;	AAF41321;		NP_273953.1;WP_002217440.1;
Q9JZ03	Q9JZ03_NEIMB	unreviewed	Putative fmu and fmv protein	NMB1351	Neisseria meningitidis serogroup B (strain MC58)	418	NMB1351				2 out of 5	RNA methylation [GO:0001510]; rRNA base methylation [GO:0070475]	cytosol [GO:0005829]	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]	GO:0001510; GO:0003723; GO:0005829; GO:0009383; GO:0070475	cytosol [GO:0005829]; RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]; RNA methylation [GO:0001510]; rRNA base methylation [GO:0070475]	AE002098;	AAF41725;		NP_274369.1;WP_002222346.1;
Q9JZD2	Q9JZD2_NEIMB	unreviewed	Uncharacterized protein	NMB1106	Neisseria meningitidis serogroup B (strain MC58)	121	NMB1106				1 out of 5						AE002098;	AAF41497;		NP_274137.1;WP_002217234.1;
Q9JZM8	Q9JZM8_NEIMB	unreviewed	Chloride channel protein-related protein	NMB0982	Neisseria meningitidis serogroup B (strain MC58)	380	NMB0982				1 out of 5	chloride transport [GO:0006821]	integral component of membrane [GO:0016021]	voltage-gated chloride channel activity [GO:0005247]	GO:0005247; GO:0006821; GO:0016021	integral component of membrane [GO:0016021]; voltage-gated chloride channel activity [GO:0005247]; chloride transport [GO:0006821]	AE002098;	AAF41386;		NP_274019.1;
Q9JYD7	Q9JYD7_NEIMB	unreviewed	Uncharacterized protein	NMB1630	Neisseria meningitidis serogroup B (strain MC58)	100	NMB1630				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF41980;		NP_274636.1;WP_010980969.1;
Q7DDM8	Q7DDM8_NEIMB	unreviewed	Uncharacterized protein	NMB0562	Neisseria meningitidis serogroup B (strain MC58)	71	NMB0562				1 out of 5						AE002098;	AAF40990;		NP_273606.1;WP_002219688.1;
Q9JXD2	Q9JXD2_NEIMB	unreviewed	MafB protein	mafB NMB2105	Neisseria meningitidis serogroup B (strain MC58)	483	NMB2105		mafB		1 out of 5						AE002098;	AAF62340;		NP_275092.1;WP_002225727.1;
Q9JZP3	Q9JZP3_NEIMB	unreviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD NMB0960	Neisseria meningitidis serogroup B (strain MC58)	296	NMB0960		sucD		3 out of 5	tricarboxylic acid cycle [GO:0006099]	succinate-CoA ligase complex (ADP-forming) [GO:0009361]	nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]	GO:0000166; GO:0004775; GO:0004776; GO:0006099; GO:0009361	succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; tricarboxylic acid cycle [GO:0006099]	AE002098;	AAF41366;		NP_273998.1;WP_002222615.1;
Q7DDU3	Q7DDU3_NEIMB	unreviewed	Murein hydrolase A (EC 4.2.2.n1)	NMB0033	Neisseria meningitidis serogroup B (strain MC58)	441	NMB0033				2 out of 5	cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]	integral component of plasma membrane [GO:0005887]; outer membrane [GO:0019867]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lyase activity [GO:0016829]; lytic transglycosylase activity [GO:0008933]	GO:0004553; GO:0005887; GO:0008933; GO:0009253; GO:0009254; GO:0016829; GO:0019867; GO:0071555	integral component of plasma membrane [GO:0005887]; outer membrane [GO:0019867]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lyase activity [GO:0016829]; lytic transglycosylase activity [GO:0008933]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]	AE002098;	AAF40504;		NP_273099.1;WP_002221791.1;
Q7DDQ6	Q7DDQ6_NEIMB	unreviewed	Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A)	pgpA NMB0386	Neisseria meningitidis serogroup B (strain MC58)	161	NMB0386		pgpA		2 out of 5	phosphatidylglycerol biosynthetic process [GO:0006655]; phospholipid catabolic process [GO:0009395]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; phosphatidylglycerophosphatase activity [GO:0008962]	GO:0005886; GO:0006655; GO:0008962; GO:0009395; GO:0016021; GO:0046872	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phosphatidylglycerophosphatase activity [GO:0008962]; phosphatidylglycerol biosynthetic process [GO:0006655]; phospholipid catabolic process [GO:0009395]	AE002098;	AAF40826;		NP_273435.1;WP_002212457.1;
Q9JZM3	Q9JZM3_NEIMB	unreviewed	Uncharacterized protein	NMB0988	Neisseria meningitidis serogroup B (strain MC58)	67	NMB0988				1 out of 5						AE002098;	AAF41391;		NP_274024.1;WP_002225299.1;
Q7DDB5	Q7DDB5_NEIMB	unreviewed	Uncharacterized protein	NMB1507	Neisseria meningitidis serogroup B (strain MC58)	119	NMB1507				1 out of 5						AE002098;	AAF41863;		
Q9K1R1	Q9K1R1_NEIMB	unreviewed	BolA/YrbA family protein	NMB0009	Neisseria meningitidis serogroup B (strain MC58)	82	NMB0009				1 out of 5						AE002098;	AAF40488;		NP_273075.1;WP_002221759.1;
Q9K1F3	Q9K1F3_NEIMB	unreviewed	Uncharacterized protein	NMB0201	Neisseria meningitidis serogroup B (strain MC58)	136	NMB0201				1 out of 5						AE002098;	AAF40658;		NP_273259.1;WP_002220211.1;
Q7DDS2	Q7DDS2_NEIMB	unreviewed	Uncharacterized protein	NMB0239	Neisseria meningitidis serogroup B (strain MC58)	206	NMB0239				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF40693;		NP_273295.1;WP_002215603.1;
Q9JZM4	Q9JZM4_NEIMB	unreviewed	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	NMB0987	Neisseria meningitidis serogroup B (strain MC58)	181	NMB0987				2 out of 5	peptidoglycan catabolic process [GO:0009253]	outer membrane-bounded periplasmic space [GO:0030288]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]	GO:0008745; GO:0009253; GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]	AE002098;	AAF41390;		NP_274023.1;WP_002225300.1;
Q9JZV2	Q9JZV2_NEIMB	unreviewed	Uncharacterized protein	NMB0888	Neisseria meningitidis serogroup B (strain MC58)	313	NMB0888				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF41298;		NP_273929.1;WP_002244084.1;
Q9JZI1	Q9JZI1_NEIMB	unreviewed	SCP domain-containing protein	NMB1040	Neisseria meningitidis serogroup B (strain MC58)	426	NMB1040				1 out of 5						AE002098;	AAF41439;		NP_274074.1;WP_002219224.1;
Q9JZ66	Q9JZ66_NEIMB	unreviewed	Putative mercury transport periplasmic protein	NMB1271	Neisseria meningitidis serogroup B (strain MC58)	70	NMB1271				1 out of 5			metal ion binding [GO:0046872]	GO:0046872	metal ion binding [GO:0046872]	AE002098;	AAF41648;		NP_274292.1;WP_002217091.1;
Q9JY56	Q9JY56_NEIMB	unreviewed	Uncharacterized protein	NMB1731	Neisseria meningitidis serogroup B (strain MC58)	212	NMB1731				1 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	GO:0005886; GO:0008237; GO:0016021; GO:0046872	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	AE002098;	AAF42076;		NP_274734.1;WP_002222941.1;
Q9JXM7	Q9JXM7_NEIMB	unreviewed	Putative serotype-1-specific antigen	NMB1969	Neisseria meningitidis serogroup B (strain MC58)	1082	NMB1969				1 out of 5	protein processing [GO:0016485]	membrane [GO:0016020]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0016020; GO:0016485	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; protein processing [GO:0016485]	AE002098;	AAF42298;		NP_274963.1;WP_010981014.1;
Q9K0C3	Q9K0C3_NEIMB	unreviewed	Putative colicin V production protein	NMB0691	Neisseria meningitidis serogroup B (strain MC58)	165	NMB0691				1 out of 5	toxin biosynthetic process [GO:0009403]	integral component of membrane [GO:0016021]		GO:0009403; GO:0016021	integral component of membrane [GO:0016021]; toxin biosynthetic process [GO:0009403]	AE002098;	AAF62316;		NP_273733.1;WP_002225491.1;
Q9K1M8	Q9K1M8_NEIMB	unreviewed	Uncharacterized protein	NMB0058	Neisseria meningitidis serogroup B (strain MC58)	52	NMB0058				1 out of 5						AE002098;	AAF40527;		
Q9JYA2	Q9JYA2_NEIMB	unreviewed	Cytochrome c5	NMB1677	Neisseria meningitidis serogroup B (strain MC58)	279	NMB1677				1 out of 5		integral component of membrane [GO:0016021]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	GO:0005506; GO:0009055; GO:0016021; GO:0020037	integral component of membrane [GO:0016021]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	AE002098;	AAF42025;		NP_274681.1;WP_002216672.1;
Q9JYK1	Q9JYK1_NEIMB	unreviewed	Uncharacterized protein	NMB1547	Neisseria meningitidis serogroup B (strain MC58)	100	NMB1547				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF41902;		NP_274554.1;WP_002223128.1;
Q9JYE8	Q9JYE8_NEIMB	unreviewed	Uncharacterized protein	NMB1615	Neisseria meningitidis serogroup B (strain MC58)	87	NMB1615				1 out of 5						AE002098;	AAF41967;		
Q9JZ08	Q9JZ08_NEIMB	unreviewed	Uncharacterized protein	NMB1345	Neisseria meningitidis serogroup B (strain MC58)	516	NMB1345				1 out of 5						AE002098;	AAF41720;		NP_274364.1;WP_002244153.1;
Q9K0R8	Q9K0R8_NEIMB	unreviewed	Uncharacterized protein	NMB0512	Neisseria meningitidis serogroup B (strain MC58)	140	NMB0512				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF40944;		NP_273558.1;WP_002222922.1;
Q9K0T2	Q9K0T2_NEIMB	unreviewed	Uncharacterized protein	NMB0491	Neisseria meningitidis serogroup B (strain MC58)	147	NMB0491				1 out of 5						AE002098;	AAF40925;		NP_273537.1;
Q7DDN4	Q7DDN4_NEIMB	unreviewed	Uncharacterized protein	NMB0521	Neisseria meningitidis serogroup B (strain MC58)	152	NMB0521				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF40953;		NP_273567.1;WP_002214429.1;
Q9K0B4	Q9K0B4_NEIMB	unreviewed	IgA-specific serine endopeptidase (EC 3.4.21.72)	iga NMB0700	Neisseria meningitidis serogroup B (strain MC58)	1815	NMB0700		iga		2 out of 5		cell outer membrane [GO:0009279]; cell surface [GO:0009986]; extracellular region [GO:0005576]; periplasmic space [GO:0042597]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005576; GO:0009279; GO:0009986; GO:0042597	cell outer membrane [GO:0009279]; cell surface [GO:0009986]; extracellular region [GO:0005576]; periplasmic space [GO:0042597]; serine-type endopeptidase activity [GO:0004252]	AE002098;	AAF41117;		NP_273742.1;WP_002225480.1;
Q9K0X5	Q9K0X5_NEIMB	unreviewed	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	prpB NMB0430	Neisseria meningitidis serogroup B (strain MC58)	292	NMB0430		prpB		3 out of 5	propionate catabolic process, 2-methylcitrate cycle [GO:0019629]		magnesium ion binding [GO:0000287]; methylisocitrate lyase activity [GO:0046421]	GO:0000287; GO:0019629; GO:0046421	magnesium ion binding [GO:0000287]; methylisocitrate lyase activity [GO:0046421]; propionate catabolic process, 2-methylcitrate cycle [GO:0019629]	AE002098;	AAF40868;		NP_273478.1;
Q9K038	Q9K038_NEIMB	unreviewed	Putative phage shock protein E	NMB0784	Neisseria meningitidis serogroup B (strain MC58)	119	NMB0784				1 out of 5						AE002098;	AAF41197;		NP_273826.1;WP_002219522.1;
Q9K1L7	Q9K1L7_NEIMB	unreviewed	Uncharacterized protein	NMB0094	Neisseria meningitidis serogroup B (strain MC58)	62	NMB0094				1 out of 5		integral component of membrane [GO:0016021]		GO:0016021	integral component of membrane [GO:0016021]	AE002098;	AAF40556;		
